travelCode,User_ID,Departure,Arrival,Assigned Hotel,Stars,Check-in Date,Bedroom Type,Room Price per Night,Number of Adults,Number of Children,Number of Bedrooms,Total Cost per Night,Amenities,Days of Stay,Total Cost,Check-Out Date
385,3,Kolkata,Vijayawada,Quality Hotel DV Manor,4,2022-10-13,Deluxe,6212.0,2,3,2,12424.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center', 'Rooftop Lounge', 'Sauna']",7,86968.0,2022-10-20
387,3,Srinagar,Vijayawada,Novotel Vijayawada Varun,5,2022-10-27,Deluxe,11810.0,3,1,2,23620.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad']",3,70860.0,2022-10-30
388,3,Raigarh,Surat,Lords Plaza Surat,3,2022-11-03,Deluxe,4154.0,3,3,3,12462.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Bar', 'Airport Shuttle']",6,74772.0,2022-11-09
394,3,Dabolim,Jamshedpur,Hotel South Park,1,2022-12-15,Executive,2374.0,4,2,3,7122.0,"['Wi-Fi', 'Parking', 'Breakfast']",2,14244.0,2022-12-17
397,3,Surat,Ludhiana,Hyatt Regency Ludhiana,5,2023-01-05,Deluxe,10933.0,4,0,2,21866.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",6,131196.0,2023-01-11
398,3,Ahmedabad,Chandigarh,Hotel Park Inn,1,2023-01-12,Executive,2340.0,2,3,2,4680.0,"['Wi-Fi', 'Parking']",2,9360.0,2023-01-14
403,3,Diu,Kolkata,The Peerless Inn,3,2023-02-16,Suite,4665.0,3,0,2,9330.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Meeting Rooms']",3,27990.0,2023-02-19
404,3,Puducherry,Jaipur,Vesta International,3,2023-02-23,Deluxe,4970.0,4,0,2,9940.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Airport Shuttle', 'Bar']",6,59640.0,2023-03-01
406,3,Vadodara,Udaipur,The Ananta Udaipur,4,2023-03-09,Suite,9868.0,4,0,2,19736.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center', 'Rooftop Lounge']",2,39472.0,2023-03-11
408,3,Puducherry,Diu,Hotel Kohinoor,4,2023-03-23,Deluxe,7628.0,4,2,3,22884.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",7,160188.0,2023-03-30
409,3,Bhubaneswar,Jamshedpur,Hotel South Park,1,2023-03-30,Deluxe,2009.0,2,0,1,2009.0,"['Wi-Fi', 'Parking', 'Breakfast', 'Housekeeping']",2,4018.0,2023-04-01
410,3,Amritsar,Bengaluru,Hotel Nandhini,2,2023-04-06,Deluxe,2647.0,4,3,4,10588.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV']",7,74116.0,2023-04-13
412,3,Gangtok,Udaipur,Hotel Dream Palace,1,2023-04-20,Deluxe,1235.0,1,0,1,1235.0,"['Wi-Fi', 'Parking', 'Housekeeping']",2,2470.0,2023-04-22
415,3,Jamshedpur,Hyderabad,Lemon Tree Hotel,4,2023-06-11,Suite,7992.0,4,1,3,23976.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna', 'Rooftop Lounge']",4,95904.0,2023-06-15
417,3,Shimla,Vadodara,Hotel Alpha,2,2023-05-25,Executive,2748.0,3,2,3,8244.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Laundry', 'Coffee Maker']",6,49464.0,2023-05-31
418,3,Delhi NCR,Bhubaneswar,Mayfair Lagoon,5,2023-06-01,Suite,12927.0,2,1,2,25854.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service', 'Private Butler', 'Helipad']",6,155124.0,2023-06-07
419,3,Bilaspur,Imphal,The Classic Hotel,3,2023-06-08,Deluxe,5215.0,1,2,1,5215.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Bar', 'Airport Shuttle']",4,20860.0,2023-06-12
424,3,Thiruvananthapuram,Ludhiana,Hotel Gulmor,3,2023-07-13,Executive,5095.0,1,1,1,5095.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Airport Shuttle']",2,10190.0,2023-07-15
426,4,Hyderabad,Vijayawada,The Kay Hotel,3,2019-10-03,Deluxe,5205.0,1,2,1,5205.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",2,10410.0,2019-10-05
431,4,Bhopal,Itanagar,Hotel PYBSS,5,2019-11-07,Suite,15620.0,1,0,1,15620.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",2,31240.0,2019-11-09
432,4,Ludhiana,Imphal,The Classic Hotel,3,2019-11-14,Executive,6163.0,1,2,1,6163.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms']",6,36978.0,2019-11-20
440,4,Varanasi,Bilaspur,Hotel Intercity International,3,2020-01-09,Deluxe,4261.0,2,0,1,4261.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms']",3,12783.0,2020-01-12
442,4,Vijayawada,Indore,Sayaji Hotel,5,2020-01-23,Deluxe,9361.0,2,1,2,18722.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler', 'Helipad']",4,74888.0,2020-01-27
445,4,Vadodara,Hyderabad,Hotel Geetanjali,4,2020-02-14,Deluxe,6540.0,4,1,3,19620.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna']",5,98100.0,2020-02-19
447,4,Imphal,Kullu-Manali,Hotel Greenfields,1,2020-02-27,Suite,2331.0,4,3,4,9324.0,"['Wi-Fi', 'Parking', 'Breakfast']",3,27972.0,2020-03-01
450,4,Hisar,Puducherry,Hotel Annamalai International,2,2020-03-19,Deluxe,2812.0,4,3,4,11248.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Laundry', 'Coffee Maker']",3,33744.0,2020-03-22
452,4,Khowai,Srinagar,Hotel Ahdoos,2,2020-04-02,Deluxe,2963.0,1,2,1,2963.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Laundry']",6,17778.0,2020-04-08
456,4,Navi Mumbai,Surat,Hotel Central Excellency,2,2020-04-30,Executive,3533.0,2,3,2,7066.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Coffee Maker', 'Laundry']",4,28264.0,2020-05-04
457,4,Gangtok,Dabolim,Hotel La Paz Gardens,2,2020-05-07,Suite,3630.0,4,1,3,10890.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Coffee Maker']",4,43560.0,2020-05-11
468,4,Jamshedpur,Patna,Hotel Chanakya Inn,1,2020-07-23,Suite,2136.0,2,2,2,4272.0,"['Wi-Fi', 'Parking', 'Housekeeping', 'Breakfast']",5,21360.0,2020-07-28
473,4,Jamshedpur,Vadodara,Four Points by Sheraton Vadodara,4,2020-08-27,Suite,7898.0,2,1,2,15796.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge', 'Sauna', 'Business Center']",4,63184.0,2020-08-31
481,4,Itanagar,Mysuru,The Quorum,3,2020-10-22,Deluxe,4057.0,4,1,3,12171.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",2,24342.0,2020-10-24
486,4,Varanasi,Patna,Hotel Chanakya Inn,1,2020-11-26,Deluxe,1566.0,4,0,2,3132.0,"['Wi-Fi', 'Parking']",1,3132.0,2020-11-27
490,4,Delhi NCR,Khowai,Hotel White House,4,2020-12-24,Executive,7656.0,3,1,2,15312.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge', 'Business Center', 'Sauna']",5,76560.0,2020-12-29
491,4,Mopa,Patna,Hotel Samrat International,2,2020-12-31,Suite,3711.0,4,0,2,7422.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV']",6,44532.0,2021-01-06
494,4,Vijayawada,Srinagar,Hotel New Green View,1,2021-01-21,Executive,1487.0,2,0,1,1487.0,"['Wi-Fi', 'Parking', 'Housekeeping', 'Breakfast']",4,5948.0,2021-01-25
498,4,Tirupati,Kota,Hotel Madhushree,1,2021-02-19,Suite,2306.0,4,3,4,9224.0,"['Wi-Fi', 'Parking', 'Housekeeping']",1,9224.0,2021-02-20
500,4,Vadodara,Tirupati,Hotel Mayura,2,2021-03-04,Deluxe,2985.0,4,1,3,8955.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Coffee Maker', 'Laundry']",3,26865.0,2021-03-07
501,4,Srinagar,Kota,Country Inn & Suites,4,2021-03-11,Suite,9786.0,3,1,2,19572.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center', 'Rooftop Lounge']",2,39144.0,2021-03-13
505,4,Chandigarh,Mumbai,Hotel New Shree Niwas,1,2021-05-08,Deluxe,1657.0,2,0,1,1657.0,"['Wi-Fi', 'Parking', 'Housekeeping', 'Breakfast']",4,6628.0,2021-05-12
514,4,Navi Mumbai,Puducherry,Hotel Annamalai International,2,2021-06-10,Deluxe,2812.0,3,2,3,8436.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Laundry', 'Coffee Maker']",4,33744.0,2021-06-14
517,4,Coimbatore,Hisar,Hotel Grace,3,2021-08-01,Executive,4528.0,2,2,2,9056.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar']",3,27168.0,2021-08-04
529,4,Shillong,Khowai,Hotel Royal Residency,3,2021-09-23,Executive,5457.0,3,3,3,16371.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",2,32742.0,2021-09-25
532,4,Mopa,Coimbatore,Gokulam Park Coimbatore,3,2021-10-15,Executive,5487.0,3,2,3,16461.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Airport Shuttle', 'Bar']",7,115227.0,2021-10-22
537,4,Ranchi,Amritsar,Hotel City Castle,1,2021-11-18,Suite,1850.0,3,0,2,3700.0,"['Wi-Fi', 'Parking', 'Housekeeping', 'Breakfast']",5,18500.0,2021-11-23
541,4,Vijayawada,Patna,Hotel Patliputra Exotica,3,2021-12-16,Suite,5838.0,4,1,3,17514.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",1,17514.0,2021-12-17
543,4,Guwahati,Mumbai,Hotel City Palace,2,2021-12-30,Executive,3346.0,2,1,2,6692.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Laundry']",7,46844.0,2022-01-06
545,4,Jaipur,Puri,Hotel Gandhara,2,2022-01-13,Suite,3674.0,4,1,3,11022.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Laundry']",3,33066.0,2022-01-16
548,4,Bilaspur,Dabolim,The HQ,3,2022-02-03,Executive,5492.0,2,2,2,10984.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Airport Shuttle']",6,65904.0,2022-02-09
555,4,Udaipur,Shillong,Ri Kynjai,4,2022-03-24,Executive,6877.0,4,1,3,20631.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center', 'Sauna', 'Rooftop Lounge']",5,103155.0,2022-03-29
556,4,Jaipur,Ayodhya,Shree Ram Hotel,4,2022-03-31,Suite,9054.0,1,1,1,9054.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge', 'Business Center', 'Sauna']",4,36216.0,2022-04-04
557,4,Chennai,Kota,Hotel The Grand Chandiram,4,2022-04-07,Executive,8046.0,4,1,3,24138.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center', 'Rooftop Lounge', 'Sauna']",2,48276.0,2022-04-09
559,4,Amritsar,Udaipur,Taj Lake Palace,5,2022-04-21,Suite,14704.0,2,1,2,29408.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service', 'Helipad']",7,205856.0,2022-04-28
562,4,Dehradun,Hyderabad,Hotel Grand Elite,1,2022-05-12,Suite,2122.0,1,0,1,2122.0,"['Wi-Fi', 'Parking']",1,2122.0,2022-05-13
564,4,Ranchi,Pune,Hyatt Pune,4,2022-05-26,Executive,8756.0,3,2,3,26268.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna', 'Business Center', 'Rooftop Lounge']",4,105072.0,2022-05-30
565,4,Srinagar,Imphal,Hotel Yaiphaba,4,2022-06-02,Executive,8531.0,3,2,3,25593.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna', 'Business Center']",3,76779.0,2022-06-05
574,4,Visakhapatnam,Hyderabad,Radisson Blu Plaza,4,2022-08-04,Suite,9861.0,4,1,3,29583.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",7,207081.0,2022-08-11
578,4,Hisar,Pune,Conrad Pune,5,2022-10-01,Suite,13830.0,1,2,1,13830.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",4,55320.0,2022-10-05
581,4,Hisar,Itanagar,Hotel PYBSS,5,2022-09-23,Suite,15620.0,2,1,2,31240.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler', 'Limousine Service', 'Helipad']",7,218680.0,2022-09-30
582,4,Bilaspur,Mumbai,Hotel New Shree Niwas,1,2022-09-29,Suite,2259.0,3,1,2,4518.0,"['Wi-Fi', 'Parking']",7,31626.0,2022-10-06
586,4,Guwahati,Jamshedpur,Hotel South Park,1,2022-10-27,Executive,2374.0,2,3,2,4748.0,"['Wi-Fi', 'Parking']",2,9496.0,2022-10-29
587,4,Srinagar,Varanasi,Hotel Buddha,1,2022-11-03,Suite,1986.0,2,1,2,3972.0,"['Wi-Fi', 'Parking']",3,11916.0,2022-11-06
588,4,Raigarh,Bhopal,Courtyard by Marriott,3,2022-11-10,Suite,5319.0,4,2,3,15957.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",7,111699.0,2022-11-17
591,4,Indore,Tirupati,Fortune Select Grand Ridge,4,2022-12-01,Executive,7276.0,3,2,3,21828.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge', 'Business Center']",7,152796.0,2022-12-08
596,4,Chennai,Vadodara,Hotel Alpha,2,2023-01-05,Deluxe,2325.0,2,1,2,4650.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Coffee Maker', 'Laundry']",5,23250.0,2023-01-10
598,4,Navi Mumbai,Mysuru,Hotel Aditya,2,2023-01-19,Deluxe,2902.0,3,0,2,5804.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Coffee Maker', 'Laundry']",7,40628.0,2023-01-26
604,4,Dhubri,Shillong,Tripura Castle,5,2023-03-02,Suite,13995.0,4,3,4,55980.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service']",3,167940.0,2023-03-05
605,4,Dehradun,Gwalior,The Central Park,3,2023-03-09,Suite,4594.0,3,1,2,9188.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",7,64316.0,2023-03-16
609,4,Dehradun,Vijayawada,The Kay Hotel,3,2023-04-06,Suite,7098.0,2,0,1,7098.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms']",2,14196.0,2023-04-08
619,4,Srinagar,Dehradun,Four Points by Sheraton,5,2023-06-15,Deluxe,10528.0,1,1,1,10528.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",4,42112.0,2023-06-19
621,4,Navi Mumbai,Jamshedpur,Hotel Ganga Regency,3,2023-06-29,Deluxe,3602.0,4,3,4,14408.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Airport Shuttle']",5,72040.0,2023-07-04
623,4,Bhubaneswar,Nashik,The Gateway Hotel,4,2023-07-13,Suite,9712.0,3,3,3,29136.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center', 'Sauna', 'Rooftop Lounge']",1,29136.0,2023-07-14
624,5,Vijayawada,Nashik,Ginger Nashik,5,2019-09-26,Deluxe,9012.0,2,2,2,18024.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad', 'Private Butler', 'Limousine Service']",4,72096.0,2019-09-30
638,5,Dabolim,Visakhapatnam,Hotel Akshaya,2,2020-01-02,Suite,3178.0,4,1,3,9534.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Coffee Maker']",6,57204.0,2020-01-08
643,5,Jamshedpur,Mopa,Hotel Swarnam Deluxe,5,2020-03-06,Deluxe,9855.0,1,0,1,9855.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service']",3,29565.0,2020-03-09
644,5,Shillong,Nashik,The Gateway Hotel,4,2020-02-13,Executive,8418.0,2,0,1,8418.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge', 'Sauna', 'Business Center']",4,33672.0,2020-02-17
646,5,Jaipur,Bhopal,Hotel Shree Vatika,2,2020-02-27,Deluxe,2737.0,2,1,2,5474.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV']",3,16422.0,2020-03-01
648,5,Ludhiana,Mysuru,Radisson Blu Plaza Hotel Mysore,5,2020-03-12,Deluxe,8848.0,1,0,1,8848.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",4,35392.0,2020-03-16
658,5,Indore,Srinagar,Hotel Ahdoos,2,2020-05-21,Executive,3502.0,2,1,2,7004.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Laundry']",3,21012.0,2020-05-24
668,5,Khowai,Hisar,Hotel City Square,1,2020-07-30,Deluxe,2030.0,1,1,1,2030.0,"['Wi-Fi', 'Parking', 'Breakfast', 'Housekeeping']",3,6090.0,2020-08-02
670,5,Gwalior,Udaipur,Hotel Lakend,3,2020-08-13,Executive,4151.0,3,3,3,12453.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Bar', 'Airport Shuttle']",5,62265.0,2020-08-18
676,5,Kullu-Manali,Puducherry,Hotel Coramandal Heritage,1,2020-09-24,Suite,2764.0,3,3,3,8292.0,"['Wi-Fi', 'Parking']",3,24876.0,2020-09-27
680,5,Mysuru,Guwahati,Radisson Blu Hotel Guwahati,5,2020-10-22,Executive,11341.0,2,0,1,11341.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler', 'Limousine Service']",4,45364.0,2020-10-26
683,5,Dhubri,Coimbatore,Gokulam Park Coimbatore,3,2020-11-12,Deluxe,4643.0,4,3,4,18572.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle']",7,130004.0,2020-11-19
687,5,Kolkata,Kota,Hotel Surya Prime,2,2020-12-10,Suite,3358.0,1,1,1,3358.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV']",7,23506.0,2020-12-17
688,6,Raipur,Visakhapatnam,The Gateway Hotel Beach Road,4,2019-09-26,Deluxe,5545.0,3,2,3,16635.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna']",2,33270.0,2019-09-28
690,6,Delhi NCR,Kolkata,The Oberoi Grand,5,2019-10-10,Suite,15885.0,2,1,2,31770.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service', 'Helipad', 'Private Butler']",5,158850.0,2019-10-15
695,6,Mopa,Raigarh,Hotel Trinity Grand,4,2019-11-14,Executive,8099.0,1,0,1,8099.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center', 'Sauna']",1,8099.0,2019-11-15
696,6,Gangtok,Ranchi,Capitol Residency,3,2019-11-21,Suite,6774.0,4,3,4,27096.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",7,189672.0,2019-11-28
698,6,Thiruvananthapuram,Bhopal,Hotel Shree Vatika,2,2019-12-05,Executive,3234.0,1,1,1,3234.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV']",4,12936.0,2019-12-09
699,6,Puducherry,Jamshedpur,Alcor Hotel,5,2019-12-12,Suite,15044.0,4,3,4,60176.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",3,180528.0,2019-12-15
701,6,Jaipur,Tirupati,Hotel Sandeep Residency,1,2019-12-26,Executive,1511.0,2,2,2,3022.0,"['Wi-Fi', 'Parking', 'Housekeeping']",5,15110.0,2019-12-31
707,6,Surat,Hyderabad,Radisson Blu Plaza,4,2020-02-06,Suite,9861.0,1,0,1,9861.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna']",2,19722.0,2020-02-08
711,6,Hyderabad,Mopa,Hotel Hill Rock,1,2020-03-05,Executive,2123.0,4,1,3,6369.0,"['Wi-Fi', 'Parking']",4,25476.0,2020-03-09
712,6,Ludhiana,Navi Mumbai,Royal Orchid Central Grazia,3,2020-03-12,Suite,5808.0,2,1,2,11616.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms']",2,23232.0,2020-03-14
718,6,Pune,Khowai,Hotel White House,4,2020-04-23,Suite,8834.0,3,2,3,26502.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",7,185514.0,2020-04-30
719,6,Kota,Visakhapatnam,Hotel Akshaya,2,2020-04-30,Executive,2755.0,1,0,1,2755.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV']",4,11020.0,2020-05-04
723,6,Visakhapatnam,Puri,Hotel Gandhara,2,2020-05-28,Executive,3184.0,3,2,3,9552.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Laundry']",5,47760.0,2020-06-02
739,6,Dhubri,Guwahati,Hotel Kiranshree Portico,3,2020-09-17,Suite,6904.0,2,1,2,13808.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Airport Shuttle', 'Meeting Rooms']",3,41424.0,2020-09-20
745,6,Diu,Kullu-Manali,Hotel Piccadilly,3,2020-10-29,Deluxe,5042.0,3,3,3,15126.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Airport Shuttle', 'Bar']",1,15126.0,2020-10-30
746,6,Nashik,Khowai,Hotel Royal Residency,3,2020-11-05,Executive,5457.0,4,1,3,16371.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",7,114597.0,2020-11-12
747,6,Pune,Puducherry,Hotel Coramandal Heritage,1,2020-11-12,Deluxe,2027.0,2,2,2,4054.0,"['Wi-Fi', 'Parking']",7,28378.0,2020-11-19
749,6,Shillong,Jamshedpur,Ramada Jamshedpur,4,2020-11-26,Executive,6939.0,4,1,3,20817.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center', 'Sauna']",7,145719.0,2020-12-03
753,6,Dehradun,Bhopal,Jehan Numa Palace Hotel,4,2020-12-24,Suite,7876.0,1,1,1,7876.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",4,31504.0,2020-12-28
754,6,Patna,Jaipur,Hotel Shikha,2,2020-12-31,Deluxe,3123.0,1,2,1,3123.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Coffee Maker']",5,15615.0,2021-01-05
755,6,Pune,Srinagar,Hotel Ahdoos,2,2021-01-07,Suite,4041.0,2,0,1,4041.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV']",6,24246.0,2021-01-13
762,6,Nashik,Jamshedpur,Hotel Ganga Regency,3,2021-02-25,Executive,4258.0,2,1,2,8516.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Meeting Rooms', 'Bar']",5,42580.0,2021-03-02
767,6,Udaipur,Gwalior,The Central Park,3,2021-04-01,Executive,3982.0,4,3,4,15928.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Airport Shuttle']",5,79640.0,2021-04-06
778,7,Puri,Mysuru,Hotel Aditya,2,2019-11-21,Suite,3957.0,3,2,3,11871.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Laundry']",7,83097.0,2019-11-28
