guest_id,pax_id,special_requests,frequent_stay_hotel
GUEST00541,PAX00541,None,HOTEL88
GUEST00542,PAX00542,Early Check-in,HOTEL230
GUEST00543,PAX00543,Early Check-in,HOTEL454
GUEST00544,PAX00544,None,HOTEL350
GUEST00545,PAX00545,Late Check-out,HOTEL414
GUEST00546,PAX00546,Late Check-out,HOTEL321
GUEST00547,PAX00547,Extra Bed,HOTEL23
GUEST00548,PAX00548,Early Check-in,HOTEL434
GUEST00549,PAX00549,Extra Bed,HOTEL383
GUEST00550,PAX00550,Early Check-in,HOTEL448
GUEST00551,PAX00551,None,HOTEL416
GUEST00552,PAX00552,Extra Bed,HOTEL41
GUEST00553,PAX00553,Early Check-in,HOTEL102
GUEST00554,PAX00554,Late Check-out,HOTEL228
GUEST00555,PAX00555,None,HOTEL296
GUEST00556,PAX00556,Late Check-out,HOTEL340
GUEST00557,PAX00557,Late Check-out,HOTEL143
GUEST00558,PAX00558,Late Check-out,HOTEL59
GUEST00559,PAX00559,Early Check-in,HOTEL315
GUEST00560,PAX00560,Early Check-in,HOTEL492
GUEST00561,PAX00561,Early Check-in,HOTEL238
GUEST00562,PAX00562,Late Check-out,HOTEL97
GUEST00563,PAX00563,Late Check-out,HOTEL180
GUEST00564,PAX00564,Extra Bed,HOTEL138
GUEST00565,PAX00565,Late Check-out,HOTEL423
GUEST00566,PAX00566,Early Check-in,HOTEL352
GUEST00567,PAX00567,Extra Bed,HOTEL498
GUEST00568,PAX00568,None,HOTEL216
GUEST00569,PAX00569,Late Check-out,HOTEL25
GUEST00570,PAX00570,None,HOTEL423
GUEST00571,PAX00571,Late Check-out,HOTEL266
GUEST00572,PAX00572,Late Check-out,HOTEL164
GUEST00573,PAX00573,Late Check-out,HOTEL292
GUEST00574,PAX00574,Early Check-in,HOTEL344
GUEST00575,PAX00575,Early Check-in,HOTEL73
GUEST00576,PAX00576,Extra Bed,HOTEL444
GUEST00577,PAX00577,None,HOTEL124
GUEST00578,PAX00578,Extra Bed,HOTEL374
GUEST00579,PAX00579,None,HOTEL179
GUEST00580,PAX00580,None,HOTEL291
GUEST00581,PAX00581,Early Check-in,HOTEL305
GUEST00582,PAX00582,Late Check-out,HOTEL143
GUEST00583,PAX00583,None,HOTEL229
GUEST00584,PAX00584,Early Check-in,HOTEL288
GUEST00585,PAX00585,Early Check-in,HOTEL20
GUEST00586,PAX00586,None,HOTEL300
GUEST00587,PAX00587,Late Check-out,HOTEL84
GUEST00588,PAX00588,Late Check-out,HOTEL179
GUEST00589,PAX00589,Early Check-in,HOTEL330
GUEST00590,PAX00590,Late Check-out,HOTEL173
GUEST00591,PAX00591,None,HOTEL407
GUEST00592,PAX00592,None,HOTEL495
GUEST00593,PAX00593,None,HOTEL314
GUEST00594,PAX00594,None,HOTEL415
GUEST00595,PAX00595,Late Check-out,HOTEL197
GUEST00596,PAX00596,None,HOTEL283
GUEST00597,PAX00597,None,HOTEL295
GUEST00598,PAX00598,None,HOTEL328
GUEST00599,PAX00599,Early Check-in,HOTEL472
GUEST00600,PAX00600,Early Check-in,HOTEL156
GUEST00601,PAX00601,Early Check-in,HOTEL127
GUEST00602,PAX00602,None,HOTEL386
GUEST00603,PAX00603,Late Check-out,HOTEL88
GUEST00604,PAX00604,Extra Bed,HOTEL284
GUEST00605,PAX00605,Extra Bed,HOTEL94
GUEST00606,PAX00606,None,HOTEL176
GUEST00607,PAX00607,Extra Bed,HOTEL143
GUEST00608,PAX00608,Late Check-out,HOTEL255
GUEST00609,PAX00609,Late Check-out,HOTEL164
GUEST00610,PAX00610,None,HOTEL328
GUEST00611,PAX00611,Early Check-in,HOTEL190
GUEST00612,PAX00612,Late Check-out,HOTEL391
GUEST00613,PAX00613,Late Check-out,HOTEL185
GUEST00614,PAX00614,Extra Bed,HOTEL306
GUEST00615,PAX00615,Late Check-out,HOTEL32
GUEST00616,PAX00616,Late Check-out,HOTEL85
GUEST00617,PAX00617,Late Check-out,HOTEL387
GUEST00618,PAX00618,Late Check-out,HOTEL186
GUEST00619,PAX00619,Late Check-out,HOTEL445
GUEST00620,PAX00620,None,HOTEL33
GUEST00621,PAX00621,Extra Bed,HOTEL109
GUEST00622,PAX00622,Early Check-in,HOTEL57
GUEST00623,PAX00623,Late Check-out,HOTEL442
GUEST00624,PAX00624,Extra Bed,HOTEL22
GUEST00625,PAX00625,Early Check-in,HOTEL247
GUEST00626,PAX00626,Extra Bed,HOTEL292
GUEST00627,PAX00627,Late Check-out,HOTEL447
GUEST00628,PAX00628,Late Check-out,HOTEL343
GUEST00629,PAX00629,Early Check-in,HOTEL17
GUEST00630,PAX00630,None,HOTEL414
GUEST00631,PAX00631,Late Check-out,HOTEL93
GUEST00632,PAX00632,Extra Bed,HOTEL374
GUEST00633,PAX00633,Late Check-out,HOTEL358
GUEST00634,PAX00634,Extra Bed,HOTEL11
GUEST00635,PAX00635,Early Check-in,HOTEL378
GUEST00636,PAX00636,Extra Bed,HOTEL289
GUEST00637,PAX00637,Extra Bed,HOTEL306
GUEST00638,PAX00638,None,HOTEL370
GUEST00639,PAX00639,None,HOTEL243
GUEST00640,PAX00640,Extra Bed,HOTEL346
GUEST00641,PAX00641,Early Check-in,HOTEL132
GUEST00642,PAX00642,Early Check-in,HOTEL439
GUEST00643,PAX00643,Extra Bed,HOTEL150
GUEST00644,PAX00644,Extra Bed,HOTEL149
GUEST00645,PAX00645,Extra Bed,HOTEL28
GUEST00646,PAX00646,Late Check-out,HOTEL392
GUEST00647,PAX00647,Extra Bed,HOTEL209
GUEST00648,PAX00648,Extra Bed,HOTEL159
GUEST00649,PAX00649,Early Check-in,HOTEL410
GUEST00650,PAX00650,Extra Bed,HOTEL408
GUEST00651,PAX00651,Late Check-out,HOTEL13
GUEST00652,PAX00652,Early Check-in,HOTEL493
GUEST00653,PAX00653,None,HOTEL358
GUEST00654,PAX00654,Early Check-in,HOTEL343
GUEST00655,PAX00655,Late Check-out,HOTEL51
GUEST00656,PAX00656,Early Check-in,HOTEL290
GUEST00657,PAX00657,Late Check-out,HOTEL428
GUEST00658,PAX00658,Early Check-in,HOTEL414
GUEST00659,PAX00659,Extra Bed,HOTEL281
GUEST00660,PAX00660,Early Check-in,HOTEL9
GUEST00661,PAX00661,Late Check-out,HOTEL388
GUEST00662,PAX00662,Late Check-out,HOTEL46
GUEST00663,PAX00663,Late Check-out,HOTEL306
GUEST00664,PAX00664,None,HOTEL171
GUEST00665,PAX00665,Late Check-out,HOTEL214
GUEST00666,PAX00666,Extra Bed,HOTEL472
GUEST00667,PAX00667,None,HOTEL275
GUEST00668,PAX00668,Late Check-out,HOTEL85
GUEST00669,PAX00669,None,HOTEL298
GUEST00670,PAX00670,None,HOTEL53
GUEST00671,PAX00671,Extra Bed,HOTEL147
GUEST00672,PAX00672,Early Check-in,HOTEL339
GUEST00673,PAX00673,None,HOTEL68
GUEST00674,PAX00674,Early Check-in,HOTEL440
GUEST00675,PAX00675,Extra Bed,HOTEL9
GUEST00676,PAX00676,None,HOTEL333
GUEST00677,PAX00677,Late Check-out,HOTEL281
GUEST00678,PAX00678,Extra Bed,HOTEL10
GUEST00679,PAX00679,Extra Bed,HOTEL277
GUEST00680,PAX00680,Early Check-in,HOTEL91
GUEST00681,PAX00681,Late Check-out,HOTEL132
GUEST00682,PAX00682,Early Check-in,HOTEL411
GUEST00683,PAX00683,None,HOTEL69
GUEST00684,PAX00684,Early Check-in,HOTEL211
GUEST00685,PAX00685,Late Check-out,HOTEL147
GUEST00686,PAX00686,Extra Bed,HOTEL265
GUEST00687,PAX00687,Early Check-in,HOTEL131
GUEST00688,PAX00688,None,HOTEL26
GUEST00689,PAX00689,Extra Bed,HOTEL465
GUEST00690,PAX00690,Late Check-out,HOTEL203
GUEST00691,PAX00691,Early Check-in,HOTEL321
GUEST00692,PAX00692,Late Check-out,HOTEL30
GUEST00693,PAX00693,Late Check-out,HOTEL351
GUEST00694,PAX00694,None,HOTEL264
GUEST00695,PAX00695,Extra Bed,HOTEL264
GUEST00696,PAX00696,None,HOTEL94
GUEST00697,PAX00697,Early Check-in,HOTEL326
GUEST00698,PAX00698,None,HOTEL13
GUEST00699,PAX00699,Early Check-in,HOTEL220
GUEST00700,PAX00700,Late Check-out,HOTEL213
GUEST00701,PAX00701,Late Check-out,HOTEL26
GUEST00702,PAX00702,None,HOTEL18
GUEST00703,PAX00703,Extra Bed,HOTEL259
GUEST00704,PAX00704,None,HOTEL300
GUEST00705,PAX00705,Late Check-out,HOTEL11
GUEST00706,PAX00706,Late Check-out,HOTEL255
GUEST00707,PAX00707,Late Check-out,HOTEL401
GUEST00708,PAX00708,Extra Bed,HOTEL170
GUEST00709,PAX00709,Early Check-in,HOTEL137
GUEST00710,PAX00710,Late Check-out,HOTEL106
GUEST00711,PAX00711,Early Check-in,HOTEL84
GUEST00712,PAX00712,None,HOTEL245
GUEST00713,PAX00713,None,HOTEL317
GUEST00714,PAX00714,Late Check-out,HOTEL423
GUEST00715,PAX00715,Late Check-out,HOTEL456
GUEST00716,PAX00716,Late Check-out,HOTEL108
GUEST00717,PAX00717,Late Check-out,HOTEL97
GUEST00718,PAX00718,Early Check-in,HOTEL480
GUEST00719,PAX00719,None,HOTEL194
GUEST00720,PAX00720,None,HOTEL192
GUEST00721,PAX00721,Late Check-out,HOTEL154
GUEST00722,PAX00722,Late Check-out,HOTEL485
GUEST00723,PAX00723,None,HOTEL447
GUEST00724,PAX00724,Early Check-in,HOTEL361
GUEST00725,PAX00725,Early Check-in,HOTEL119
GUEST00726,PAX00726,Early Check-in,HOTEL498
GUEST00727,PAX00727,Early Check-in,HOTEL428
GUEST00728,PAX00728,None,HOTEL248
GUEST00729,PAX00729,Early Check-in,HOTEL7
GUEST00730,PAX00730,Early Check-in,HOTEL245
GUEST00731,PAX00731,Extra Bed,HOTEL62
GUEST00732,PAX00732,Extra Bed,HOTEL419
GUEST00733,PAX00733,None,HOTEL168
GUEST00734,PAX00734,Extra Bed,HOTEL112
GUEST00735,PAX00735,Extra Bed,HOTEL14
GUEST00736,PAX00736,None,HOTEL328
GUEST00737,PAX00737,Extra Bed,HOTEL403
GUEST00738,PAX00738,Late Check-out,HOTEL482
GUEST00739,PAX00739,Late Check-out,HOTEL335
GUEST00740,PAX00740,None,HOTEL62
GUEST00741,PAX00741,Late Check-out,HOTEL206
GUEST00742,PAX00742,Early Check-in,HOTEL27
GUEST00743,PAX00743,Extra Bed,HOTEL486
GUEST00744,PAX00744,Late Check-out,HOTEL229
GUEST00745,PAX00745,Extra Bed,HOTEL387
GUEST00746,PAX00746,None,HOTEL316
GUEST00747,PAX00747,Early Check-in,HOTEL58
GUEST00748,PAX00748,Late Check-out,HOTEL30
GUEST00749,PAX00749,Extra Bed,HOTEL78
GUEST00750,PAX00750,Late Check-out,HOTEL333
GUEST00751,PAX00751,Extra Bed,HOTEL467
GUEST00752,PAX00752,None,HOTEL271
GUEST00753,PAX00753,Early Check-in,HOTEL467
GUEST00754,PAX00754,Late Check-out,HOTEL137
GUEST00755,PAX00755,None,HOTEL204
GUEST00756,PAX00756,None,HOTEL269
GUEST00757,PAX00757,None,HOTEL143
GUEST00758,PAX00758,Early Check-in,HOTEL98
GUEST00759,PAX00759,None,HOTEL499
GUEST00760,PAX00760,None,HOTEL64
GUEST00761,PAX00761,Extra Bed,HOTEL448
GUEST00762,PAX00762,None,HOTEL457
GUEST00763,PAX00763,Early Check-in,HOTEL360
GUEST00764,PAX00764,Extra Bed,HOTEL473
GUEST00765,PAX00765,None,HOTEL91
GUEST00766,PAX00766,Late Check-out,HOTEL114
GUEST00767,PAX00767,Extra Bed,HOTEL154
GUEST00768,PAX00768,Extra Bed,HOTEL268
GUEST00769,PAX00769,None,HOTEL101
GUEST00770,PAX00770,Early Check-in,HOTEL484
GUEST00771,PAX00771,Late Check-out,HOTEL327
GUEST00772,PAX00772,Late Check-out,HOTEL3
GUEST00773,PAX00773,Extra Bed,HOTEL134
GUEST00774,PAX00774,Early Check-in,HOTEL303
GUEST00775,PAX00775,None,HOTEL478
GUEST00776,PAX00776,None,HOTEL440
GUEST00777,PAX00777,Extra Bed,HOTEL268
GUEST00778,PAX00778,Extra Bed,HOTEL419
GUEST00779,PAX00779,Extra Bed,HOTEL186
GUEST00780,PAX00780,None,HOTEL260
GUEST00781,PAX00781,Late Check-out,HOTEL303
GUEST00782,PAX00782,None,HOTEL314
GUEST00783,PAX00783,Early Check-in,HOTEL223
GUEST00784,PAX00784,Early Check-in,HOTEL90
GUEST00785,PAX00785,Late Check-out,HOTEL182
GUEST00786,PAX00786,Late Check-out,HOTEL276
GUEST00787,PAX00787,Extra Bed,HOTEL494
GUEST00788,PAX00788,Extra Bed,HOTEL211
GUEST00789,PAX00789,Early Check-in,HOTEL253
GUEST00790,PAX00790,None,HOTEL81
GUEST00791,PAX00791,Extra Bed,HOTEL468
GUEST00792,PAX00792,Early Check-in,HOTEL126
GUEST00793,PAX00793,None,HOTEL87
GUEST00794,PAX00794,Extra Bed,HOTEL475
GUEST00795,PAX00795,None,HOTEL71
GUEST00796,PAX00796,Late Check-out,HOTEL464
GUEST00797,PAX00797,Early Check-in,HOTEL409
GUEST00798,PAX00798,Early Check-in,HOTEL282
GUEST00799,PAX00799,Extra Bed,HOTEL236
GUEST00800,PAX00800,Late Check-out,HOTEL459
GUEST00801,PAX00801,Early Check-in,HOTEL279
GUEST00802,PAX00802,None,HOTEL440
GUEST00803,PAX00803,Extra Bed,HOTEL275
GUEST00804,PAX00804,None,HOTEL269
GUEST00805,PAX00805,Late Check-out,HOTEL320
GUEST00806,PAX00806,None,HOTEL478
GUEST00807,PAX00807,Extra Bed,HOTEL204
GUEST00808,PAX00808,Extra Bed,HOTEL222
GUEST00809,PAX00809,Late Check-out,HOTEL99
GUEST00810,PAX00810,Early Check-in,HOTEL425
GUEST00811,PAX00811,Early Check-in,HOTEL75
GUEST00812,PAX00812,Late Check-out,HOTEL250
GUEST00813,PAX00813,None,HOTEL76
GUEST00814,PAX00814,Extra Bed,HOTEL124
GUEST00815,PAX00815,None,HOTEL183
GUEST00816,PAX00816,Extra Bed,HOTEL180
GUEST00817,PAX00817,Late Check-out,HOTEL479
GUEST00818,PAX00818,None,HOTEL394
GUEST00819,PAX00819,Extra Bed,HOTEL376
GUEST00820,PAX00820,Early Check-in,HOTEL66
GUEST00821,PAX00821,None,HOTEL121
GUEST00822,PAX00822,Early Check-in,HOTEL499
GUEST00823,PAX00823,Early Check-in,HOTEL156
GUEST00824,PAX00824,None,HOTEL289
GUEST00825,PAX00825,None,HOTEL54
GUEST00826,PAX00826,None,HOTEL106
GUEST00827,PAX00827,Late Check-out,HOTEL344
GUEST00828,PAX00828,Early Check-in,HOTEL39
GUEST00829,PAX00829,Late Check-out,HOTEL72
GUEST00830,PAX00830,Late Check-out,HOTEL130
GUEST00831,PAX00831,Extra Bed,HOTEL257
GUEST00832,PAX00832,Early Check-in,HOTEL164
GUEST00833,PAX00833,Early Check-in,HOTEL284
GUEST00834,PAX00834,Extra Bed,HOTEL42
GUEST00835,PAX00835,Late Check-out,HOTEL497
GUEST00836,PAX00836,Extra Bed,HOTEL176
GUEST00837,PAX00837,Extra Bed,HOTEL280
GUEST00838,PAX00838,Early Check-in,HOTEL432
GUEST00839,PAX00839,Late Check-out,HOTEL90
GUEST00840,PAX00840,Early Check-in,HOTEL81
GUEST00841,PAX00841,Extra Bed,HOTEL406
GUEST00842,PAX00842,Early Check-in,HOTEL493
GUEST00843,PAX00843,Early Check-in,HOTEL247
GUEST00844,PAX00844,Early Check-in,HOTEL235
GUEST00845,PAX00845,None,HOTEL323
GUEST00846,PAX00846,Early Check-in,HOTEL37
GUEST00847,PAX00847,None,HOTEL147
GUEST00848,PAX00848,Early Check-in,HOTEL386
GUEST00849,PAX00849,Extra Bed,HOTEL195
GUEST00850,PAX00850,Early Check-in,HOTEL155
GUEST00851,PAX00851,Early Check-in,HOTEL185
GUEST00852,PAX00852,Early Check-in,HOTEL294
GUEST00853,PAX00853,None,HOTEL150
GUEST00854,PAX00854,Late Check-out,HOTEL142
GUEST00855,PAX00855,Late Check-out,HOTEL387
GUEST00856,PAX00856,Extra Bed,HOTEL443
GUEST00857,PAX00857,Extra Bed,HOTEL295
GUEST00858,PAX00858,Extra Bed,HOTEL403
GUEST00859,PAX00859,Extra Bed,HOTEL235
GUEST00860,PAX00860,Late Check-out,HOTEL23
GUEST00861,PAX00861,Late Check-out,HOTEL450
GUEST00862,PAX00862,Extra Bed,HOTEL336
GUEST00863,PAX00863,None,HOTEL190
GUEST00864,PAX00864,Extra Bed,HOTEL289
GUEST00865,PAX00865,Extra Bed,HOTEL86
GUEST00866,PAX00866,Late Check-out,HOTEL409
GUEST00867,PAX00867,None,HOTEL214
GUEST00868,PAX00868,None,HOTEL92
GUEST00869,PAX00869,Early Check-in,HOTEL380
GUEST00870,PAX00870,Late Check-out,HOTEL115
GUEST00871,PAX00871,Extra Bed,HOTEL470
GUEST00872,PAX00872,None,HOTEL160
GUEST00873,PAX00873,Early Check-in,HOTEL126
GUEST00874,PAX00874,None,HOTEL360
GUEST00875,PAX00875,Early Check-in,HOTEL159
GUEST00876,PAX00876,Early Check-in,HOTEL246
GUEST00877,PAX00877,None,HOTEL479
GUEST00878,PAX00878,Extra Bed,HOTEL445
GUEST00879,PAX00879,Early Check-in,HOTEL12
GUEST00880,PAX00880,Extra Bed,HOTEL496
GUEST00881,PAX00881,Extra Bed,HOTEL205
GUEST00882,PAX00882,Early Check-in,HOTEL486
GUEST00883,PAX00883,None,HOTEL191
GUEST00884,PAX00884,Early Check-in,HOTEL52
GUEST00885,PAX00885,Extra Bed,HOTEL7
GUEST00886,PAX00886,Early Check-in,HOTEL414
GUEST00887,PAX00887,Late Check-out,HOTEL174
GUEST00888,PAX00888,Extra Bed,HOTEL168
GUEST00889,PAX00889,Early Check-in,HOTEL140
GUEST00890,PAX00890,Early Check-in,HOTEL484
GUEST00891,PAX00891,Extra Bed,HOTEL325
GUEST00892,PAX00892,None,HOTEL192
GUEST00893,PAX00893,Late Check-out,HOTEL231
GUEST00894,PAX00894,Extra Bed,HOTEL414
GUEST00895,PAX00895,Early Check-in,HOTEL141
GUEST00896,PAX00896,Early Check-in,HOTEL119
GUEST00897,PAX00897,Early Check-in,HOTEL495
GUEST00898,PAX00898,None,HOTEL420
GUEST00899,PAX00899,Early Check-in,HOTEL65
GUEST00900,PAX00900,Early Check-in,HOTEL198
GUEST00901,PAX00901,None,HOTEL14
GUEST00902,PAX00902,Late Check-out,HOTEL438
GUEST00903,PAX00903,None,HOTEL288
GUEST00904,PAX00904,None,HOTEL24
GUEST00905,PAX00905,Late Check-out,HOTEL210
GUEST00906,PAX00906,None,HOTEL328
GUEST00907,PAX00907,Late Check-out,HOTEL251
GUEST00908,PAX00908,Late Check-out,HOTEL453
GUEST00909,PAX00909,Extra Bed,HOTEL106
GUEST00910,PAX00910,Extra Bed,HOTEL87
GUEST00911,PAX00911,Late Check-out,HOTEL68
GUEST00912,PAX00912,None,HOTEL426
GUEST00913,PAX00913,Extra Bed,HOTEL500
GUEST00914,PAX00914,None,HOTEL309
GUEST00915,PAX00915,Early Check-in,HOTEL475
GUEST00916,PAX00916,Late Check-out,HOTEL457
GUEST00917,PAX00917,Extra Bed,HOTEL490
GUEST00918,PAX00918,Extra Bed,HOTEL449
GUEST00919,PAX00919,None,HOTEL189
GUEST00920,PAX00920,Early Check-in,HOTEL378
GUEST00921,PAX00921,Late Check-out,HOTEL311
GUEST00922,PAX00922,None,HOTEL362
GUEST00923,PAX00923,Extra Bed,HOTEL98
GUEST00924,PAX00924,Late Check-out,HOTEL175
GUEST00925,PAX00925,Early Check-in,HOTEL171
GUEST00926,PAX00926,Late Check-out,HOTEL387
GUEST00927,PAX00927,Extra Bed,HOTEL251
GUEST00928,PAX00928,Late Check-out,HOTEL193
GUEST00929,PAX00929,Early Check-in,HOTEL314
GUEST00930,PAX00930,Extra Bed,HOTEL494
GUEST00931,PAX00931,Late Check-out,HOTEL475
GUEST00932,PAX00932,Extra Bed,HOTEL118
GUEST00933,PAX00933,Extra Bed,HOTEL490
GUEST00934,PAX00934,None,HOTEL165
GUEST00935,PAX00935,Early Check-in,HOTEL67
GUEST00936,PAX00936,None,HOTEL250
GUEST00937,PAX00937,Early Check-in,HOTEL54
GUEST00938,PAX00938,Late Check-out,HOTEL179
GUEST00939,PAX00939,Late Check-out,HOTEL197
GUEST00940,PAX00940,None,HOTEL462
GUEST00941,PAX00941,None,HOTEL227
GUEST00942,PAX00942,Extra Bed,HOTEL179
GUEST00943,PAX00943,Early Check-in,HOTEL382
GUEST00944,PAX00944,Extra Bed,HOTEL394
GUEST00945,PAX00945,Late Check-out,HOTEL492
GUEST00946,PAX00946,None,HOTEL78
GUEST00947,PAX00947,Late Check-out,HOTEL482
GUEST00948,PAX00948,Extra Bed,HOTEL341
GUEST00949,PAX00949,None,HOTEL137
GUEST00950,PAX00950,Extra Bed,HOTEL91
GUEST00951,PAX00951,Extra Bed,HOTEL194
GUEST00952,PAX00952,Extra Bed,HOTEL460
GUEST00953,PAX00953,Extra Bed,HOTEL417
GUEST00954,PAX00954,None,HOTEL388
GUEST00955,PAX00955,Late Check-out,HOTEL235
GUEST00956,PAX00956,Extra Bed,HOTEL441
GUEST00957,PAX00957,Late Check-out,HOTEL350
GUEST00958,PAX00958,None,HOTEL103
GUEST00959,PAX00959,Extra Bed,HOTEL327
GUEST00960,PAX00960,Early Check-in,HOTEL95
GUEST00961,PAX00961,None,HOTEL426
GUEST00962,PAX00962,Late Check-out,HOTEL269
GUEST00963,PAX00963,Extra Bed,HOTEL388
GUEST00964,PAX00964,Late Check-out,HOTEL125
GUEST00965,PAX00965,Early Check-in,HOTEL499
GUEST00966,PAX00966,Late Check-out,HOTEL471
GUEST00967,PAX00967,Early Check-in,HOTEL312
GUEST00968,PAX00968,Extra Bed,HOTEL367
GUEST00969,PAX00969,Late Check-out,HOTEL471
GUEST00970,PAX00970,Extra Bed,HOTEL478
GUEST00971,PAX00971,Extra Bed,HOTEL361
GUEST00972,PAX00972,Extra Bed,HOTEL212
GUEST00973,PAX00973,Extra Bed,HOTEL119
GUEST00974,PAX00974,Extra Bed,HOTEL257
GUEST00975,PAX00975,Extra Bed,HOTEL310
GUEST00976,PAX00976,Early Check-in,HOTEL133
GUEST00977,PAX00977,Late Check-out,HOTEL198
GUEST00978,PAX00978,Late Check-out,HOTEL227
GUEST00979,PAX00979,Late Check-out,HOTEL173
GUEST00980,PAX00980,None,HOTEL80
GUEST00981,PAX00981,Early Check-in,HOTEL29
GUEST00982,PAX00982,Late Check-out,HOTEL188
GUEST00983,PAX00983,None,HOTEL339
GUEST00984,PAX00984,Late Check-out,HOTEL221
GUEST00985,PAX00985,None,HOTEL179
GUEST00986,PAX00986,Late Check-out,HOTEL172
GUEST00987,PAX00987,Late Check-out,HOTEL291
GUEST00988,PAX00988,Extra Bed,HOTEL458
GUEST00989,PAX00989,Extra Bed,HOTEL116
GUEST00990,PAX00990,Early Check-in,HOTEL376
GUEST00991,PAX00991,None,HOTEL180
GUEST00992,PAX00992,Late Check-out,HOTEL85
GUEST00993,PAX00993,Early Check-in,HOTEL222
GUEST00994,PAX00994,Extra Bed,HOTEL339
GUEST00995,PAX00995,None,HOTEL209
GUEST00996,PAX00996,Late Check-out,HOTEL38
GUEST00997,PAX00997,Early Check-in,HOTEL305
GUEST00998,PAX00998,Late Check-out,HOTEL236
GUEST00999,PAX00999,None,HOTEL463
GUEST01000,PAX01000,Extra Bed,HOTEL360
GUEST01001,PAX01001,Late Check-out,HOTEL137
GUEST01002,PAX01002,Early Check-in,HOTEL435
GUEST01003,PAX01003,Late Check-out,HOTEL62
GUEST01004,PAX01004,None,HOTEL23
GUEST01005,PAX01005,Late Check-out,HOTEL85
GUEST01006,PAX01006,Early Check-in,HOTEL270
GUEST01007,PAX01007,Late Check-out,HOTEL77
GUEST01008,PAX01008,None,HOTEL410
GUEST01009,PAX01009,None,HOTEL445
GUEST01010,PAX01010,Late Check-out,HOTEL318
GUEST01011,PAX01011,Late Check-out,HOTEL500
GUEST01012,PAX01012,Early Check-in,HOTEL71
GUEST01013,PAX01013,Extra Bed,HOTEL227
GUEST01014,PAX01014,Early Check-in,HOTEL375
GUEST01015,PAX01015,Extra Bed,HOTEL320
GUEST01016,PAX01016,Early Check-in,HOTEL112
GUEST01017,PAX01017,Late Check-out,HOTEL126
GUEST01018,PAX01018,Late Check-out,HOTEL330
GUEST01019,PAX01019,Extra Bed,HOTEL234
GUEST01020,PAX01020,Early Check-in,HOTEL406
GUEST01021,PAX01021,Late Check-out,HOTEL56
GUEST01022,PAX01022,Early Check-in,HOTEL292
GUEST01023,PAX01023,Late Check-out,HOTEL8
GUEST01024,PAX01024,None,HOTEL351
GUEST01025,PAX01025,None,HOTEL297
GUEST01026,PAX01026,Early Check-in,HOTEL284
GUEST01027,PAX01027,Early Check-in,HOTEL81
GUEST01028,PAX01028,Early Check-in,HOTEL199
GUEST01029,PAX01029,Extra Bed,HOTEL193
GUEST01030,PAX01030,None,HOTEL186
GUEST01031,PAX01031,None,HOTEL458
GUEST01032,PAX01032,Extra Bed,HOTEL187
GUEST01033,PAX01033,Extra Bed,HOTEL370
GUEST01034,PAX01034,Extra Bed,HOTEL333
GUEST01035,PAX01035,Extra Bed,HOTEL178
GUEST01036,PAX01036,Late Check-out,HOTEL223
GUEST01037,PAX01037,Early Check-in,HOTEL22
GUEST01038,PAX01038,None,HOTEL490
GUEST01039,PAX01039,Late Check-out,HOTEL276
GUEST01040,PAX01040,Early Check-in,HOTEL390
GUEST01041,PAX01041,None,HOTEL137
GUEST01042,PAX01042,Extra Bed,HOTEL221
GUEST01043,PAX01043,None,HOTEL80
GUEST01044,PAX01044,None,HOTEL269
GUEST01045,PAX01045,None,HOTEL432
GUEST01046,PAX01046,Early Check-in,HOTEL36
GUEST01047,PAX01047,Early Check-in,HOTEL348
GUEST01048,PAX01048,None,HOTEL405
GUEST01049,PAX01049,Early Check-in,HOTEL223
GUEST01050,PAX01050,Extra Bed,HOTEL110
GUEST01051,PAX01051,Late Check-out,HOTEL127
GUEST01052,PAX01052,Late Check-out,HOTEL264
GUEST01053,PAX01053,Early Check-in,HOTEL206
GUEST01054,PAX01054,None,HOTEL465
GUEST01055,PAX01055,Early Check-in,HOTEL350
GUEST01056,PAX01056,Late Check-out,HOTEL265
GUEST01057,PAX01057,Extra Bed,HOTEL274
GUEST01058,PAX01058,Late Check-out,HOTEL151
GUEST01059,PAX01059,Early Check-in,HOTEL289
GUEST01060,PAX01060,None,HOTEL289
GUEST01061,PAX01061,Late Check-out,HOTEL355
GUEST01062,PAX01062,Early Check-in,HOTEL431
GUEST01063,PAX01063,None,HOTEL366
GUEST01064,PAX01064,Extra Bed,HOTEL358
GUEST01065,PAX01065,Late Check-out,HOTEL193
GUEST01066,PAX01066,None,HOTEL7
GUEST01067,PAX01067,Late Check-out,HOTEL7
GUEST01068,PAX01068,Early Check-in,HOTEL149
GUEST01069,PAX01069,Early Check-in,HOTEL306
GUEST01070,PAX01070,Late Check-out,HOTEL48
GUEST01071,PAX01071,Early Check-in,HOTEL243
GUEST01072,PAX01072,None,HOTEL429
GUEST01073,PAX01073,Late Check-out,HOTEL4
GUEST01074,PAX01074,Late Check-out,HOTEL382
GUEST01075,PAX01075,Late Check-out,HOTEL75
GUEST01076,PAX01076,None,HOTEL401
GUEST01077,PAX01077,Extra Bed,HOTEL26
GUEST01078,PAX01078,None,HOTEL138
GUEST01079,PAX01079,Late Check-out,HOTEL4
GUEST01080,PAX01080,Late Check-out,HOTEL112
GUEST01081,PAX01081,Extra Bed,HOTEL469
