Location;Hotel;UserID;Title;Review;Rating;Value;Accessibility;Service;Room;Cleanliness;Sleep Quality
Legian Kuta Bali;Merccure Bali Legian;DenialRiver;Very nice Hotel in great location;My 8 nights at the Mercure Bali Legian were a delight. The staff were friendly and helpful, my room was lovely, spacious and spotless and the buffet breakfast was excellent. I only ever have my room serviced every 2-3 days and every day I left the do not disturb sign on my door I got a call that evening asking if I needed anything such as more complimentary water or shampoo etc., such nice little touches.Thank goodness the staff chased me down at breakfast after I had checked out having left my passport and cash in the room safe. I was a solo traveller and never felt uncomfortable my whole stay (8 nights). It is one of the nicest hotels I have stayed in ever. I would certainy recommend this hotel to famiy and friends and hope to return soon.;5;0;0;1;1;0;1
Legian Kuta Bali;Merccure Bali Legian;Melina L;Good hotel;The best hotel I ever stayed. The room is very big and clean. The staff is a real asset because they are very friendly. The breakfast is splendid. I tried BBQ dinner and I love it. Taste was amazing. Will come back agaim!;5;0;0;1;1;0;0
Legian Kuta Bali;Merccure Bali Legian;Edward Durrance;Amazing stay ( 30-2feb);After much deliberation, we decided on mecure legian for its rave reviews and good word of mouth. It was the BEST decision ever made! The property was strategically located with easy access to anywhere in Bali and plenty of eateries in the vicinity to suffice even the most fussy taste buds. We were greeted warmly at checked-in by the affable and gregarious Mgr Melisa, who ran through the pertinent points how to make the best of our stay with meaningful suggested iterneries. She epitomises what a great ambassador of Mecure Legian would be, checking on our stay on numerous occasions to ensure we were comfortable and that we were satisfied with the amenities n facilities in the hotel. My work req res me to fly to different continents week in n out and staying at different;5;0;0;1;0;0;0
Legian Kuta Bali;Merccure Bali Legian;Shristee83;Great hotel;We had a great experience at Mercure Bali Legian. The hotel room is perfect for a family of four (5 years old daughter and 1 year old son). The kids loved the bunk bed. The room was spacious for the kids to move around. They even have kids play room on the fifth floor. The hotel breakfast buffet is amazing, they even hav me kids corner. The hotel location is very central to convenient stores, local food courts, money exchange.;5;0;1;0;1;0;0
Legian Kuta Bali;Merccure Bali Legian;Tony H;Consistently great service and value for money;Decided to extend my stay in Bali and looked for a value for money option. The Mercure Legian came out tops for value with a great breakfast. The room was clean and modern, enjoyes the happy hour cocktails, and the proximity to everything.;5;1;0;0;1;1;0
Legian Kuta Bali;Merccure Bali Legian;Robert G;Great, Great, Great;This was our second visit here and three years on it is still a fantastic place to stay. Everything you could want and more from the lovely staff at this motel. A special mention to Ray and Putra in the restaurant who again go out of their way to be as helpful as possible. They are currently b lding a new restaurant which did not disturb us at all. Love this place and will definately be back for a third visit to this motel.;5;0;0;1;0;0;0
Legian Kuta Bali;Merccure Bali Legian;Dragica H;Great staff Great Location Base;One week in excellent location in standard superior room on level 2. Money Changer/Circle K across the road. Close to cafes/restaurants/spas - beach minutes away. Good affordable accommodation- good variety for breakfast. Fresh coffee beans - so coffee pleasantly good. This place is all about the excellent staff who deserve 10/10. Everyone from housekeeping, security, pool staff, restaurants, travel info and front desk-and all in between - thank you. Place is a bit tired including bed linen and towels. Pool towels were all new day we left - so looks like that’s starting to get done. Two pools are fine with level one pool being bigger. If you’d like an affordable base option with excellent attention by staff and excellent location this is it - TIP - if;4;1;0;1;0;0;0
Legian Kuta Bali;Merccure Bali Legian;Farai W;Mecure Legian;We stayed 3 nights Checkin was 2pm so we ate at the restaurant while waiting for our room. Beautiful hotel and interior Great location close to all the restaurants and short taxi ride for Seminyak. Rooms were comfortable and clean. The Hotel’s restaurant food was ok drinks were good there are other restaurants around that are better. However we highly rate the breakfast! Pools were great the lower level pool can get a bit loud with kids and families but still very comfortable. The rooftop pool was excellent had a chill vibe to it. All the staff were so nice, accommodating and friendly. If you like the city vibe this is the place for you.;4;0;0;0;1;1;0
Legian Kuta Bali;Merccure Bali Legian;Tropical Woodcrafts;Awesome stay;We had the best stay at your hotel What made it the best was I left my purse in the ladies and didnt realize til 2 hrs later. Upon my return and search one of your staff members had returned it to the reception . With all monies in tack. What awesome staff you have :);5;0;0;1;0;0;0
Legian Kuta Bali;Merccure Bali Legian;Daniella F;Had everything;We enjoyed our stay at the Mecure, Legian so much. We had 7 nights with breakfast included. Our room was a balcony on L5, we had no trouble with noise. Enjoyed the use of both pools - although had to get in early for a bed on the rooftop pool. Service was amazing throughout our stay, very welcoming & nothing was a problem. We asked for extra pillows, got ice from the bar so could have some cold drinks in our room, they asked us how our room was & when I told them some minor things like sliding door was jamming, within an hour an guy was in our room fixing it. The location is very central - 5min to beach, great shopping near by & plenty of restaurants. Had 2 massages at the hotel was really nice. If you are not happy with anything just tell staff & they will try their best to;4;0;0;1;0;0;
Legian Kuta Bali;Merccure Bali Legian;samanthajane2020;Great Hotel;Had a few issues when we checked in but they were q ckly sorted out my guest services manager Melisa. She went out of her way to make sure we had a great stay, even arranging late checkout for us when we were leaving at night. The downstairs pool is lovely and the buffet breakfast is fantastic. The staff were lovely and the rooms spacious, modern and clean. The hotel is in a great position in Legian and is close to everything. Highly recommend.;4;0;0;1;0;0;0
Legian Kuta Bali;Merccure Bali Legian;Tijji;Great hotel in great location;"Stayed here for 5 days just after Christmas and over New Years. Check in was great. We arrived early so room was obviously not ready which was fine. Upon return in the afternoon, no issues with getting our room key. We had a ground floor room with plunge pool. Good size room. Usual bathroom amenities were provided (toothbrush, shaving kit, comb, vanity set etc). Breakfast was nice. Q te a variety. They had a small ""kids only"" section with 5-6 items which was a nice feel for the kids to made feel special at breakfast. Lower level pool was nice. However I think there were not enough day beds for the size of the hotel. If you weren't at the pool by 10, it was hard to find spot to sit. Roof too pool was nice. However, we did not use the pool as our friends who arrived a few days";4;0;0;0;1;0;0
Legian Kuta Bali;Merccure Bali Legian;Quds54;A q ck night stay;We stayed for a night whilst waiting the rest of our family to arrive the next day. Hotel was q te good, bed comfortable and bathroom was functional, adequate amenities provided. Breakfast was q te good, plenty of choice, should keep you full well past lunch time. We were out most of the time so we did not use much of the hotel facilities, it's a hotel like everywhere else, Mercure has its standard not 5 star but very comfortable, will stay there again. Location is fantastic.;4;0;0;0;0;0;1
Legian Kuta Bali;Merccure Bali Legian;Salahudin M;Excellent service.;1. Clean room. Love the view from 552. 2. Friendly staff & very helpful. 3. Tasty breakfast & great eggs! 4. Pools are amazing. Love it! We always use 4th floor pool. 5. Bar is fantastic with affordable happy hour. Love this Mercure. A must stay hotel in Bali.;5;0;0;1;0;1;0
Legian Kuta Bali;Merccure Bali Legian;Chung G;Happy Customer;Reasonable price! Perfect location. Staff is open minded with all the topics of conversation. Room in S te is huge but they having new restaurant & the noise is annoying. The friendly chinese lady who friendly enough to explain to us & moved our room to different area which very fast action taken. Will come back and try that new restaurant next time.;5;1;0;1;0;0;0
