travelCode,userCode_x_x,name_x,place,days,hotel_perday,hotel_total,date_x,from,to,flightType,flight_cost,time,distance,agency,company,gender,age,pickupLocation,dropoffLocation,carType,rentalAgency,rentalDuration,price,totalDistance,fuelPolicy,bookingStatus,Total_car_price
406,3,Hotel BD,Natal (RN),2,242.88,485.76,03/09/2023,Recife (PE),Natal (RN),premium,474.6,0.58,222.67,CloudFy,4You,female,23,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
408,3,Hotel K,Salvador (BH),1,263.41,263.41,03/23/2023,Recife (PE),Salvador (BH),premium,1249.83,2.05,788.55,Rainbow,4You,female,23,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
409,3,Hotel K,Salvador (BH),3,263.41,790.23,03/30/2023,Aracaju (SE),Salvador (BH),firstClass,1684.05,2.16,830.86,CloudFy,4You,female,23,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
410,3,Hotel BW,Campo Grande (MS),3,60.39,181.17,04/06/2023,Recife (PE),Campo Grande (MS),premium,832.77,1.39,535.4,Rainbow,4You,female,23,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
412,3,Hotel A,Florianopolis (SC),2,313.02,626.04,04/20/2023,Aracaju (SE),Florianopolis (SC),firstClass,1499.93,2.1,808.85,FlyingDrops,4You,female,23,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
415,3,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,05/11/2023,Aracaju (SE),Rio de Janeiro (RJ),premium,930.12,1.55,597.61,Rainbow,4You,female,23,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
417,3,Hotel BD,Natal (RN),2,242.88,485.76,05/25/2023,Recife (PE),Natal (RN),premium,488.73,0.58,222.67,Rainbow,4You,female,23,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
418,3,Hotel AU,Recife (PE),1,312.83,312.83,06/01/2023,Aracaju (SE),Recife (PE),premium,875.41,1.44,555.74,Rainbow,4You,female,23,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
419,3,Hotel BW,Campo Grande (MS),2,60.39,120.78,06/08/2023,Aracaju (SE),Campo Grande (MS),firstClass,1389.37,1.69,650.1,CloudFy,4You,female,23,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
424,3,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,07/13/2023,Aracaju (SE),Rio de Janeiro (RJ),economic,712.64,1.55,597.61,Rainbow,4You,female,23,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
426,4,Hotel AU,Recife (PE),2,312.83,625.66,10/03/2019,Aracaju (SE),Recife (PE),economic,602.49,1.44,555.74,Rainbow,4You,female,44,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
431,4,Hotel AU,Recife (PE),4,312.83,1251.32,11/07/2019,Brasilia (DF),Recife (PE),economic,421.2,0.63,242.21,Rainbow,4You,female,44,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
432,4,Hotel AU,Recife (PE),3,312.83,938.49,11/14/2019,Brasilia (DF),Recife (PE),economic,421.2,0.63,242.21,Rainbow,4You,female,44,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
440,4,Hotel K,Salvador (BH),3,263.41,790.23,01/09/2020,Brasilia (DF),Salvador (BH),firstClass,1685.23,1.76,676.56,CloudFy,4You,female,44,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
442,4,Hotel Z,Aracaju (SE),2,208.04,416.08,01/23/2020,Brasilia (DF),Aracaju (SE),premium,965.62,1.11,425.98,Rainbow,4You,female,44,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
445,4,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,02/13/2020,Recife (PE),Rio de Janeiro (RJ),firstClass,1612.39,2.3,885.57,CloudFy,4You,female,44,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
447,4,Hotel AF,Sao Paulo (SP),2,139.1,278.2,02/27/2020,Brasilia (DF),Sao Paulo (SP),firstClass,992.17,0.67,257.81,Rainbow,4You,female,44,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
450,4,Hotel BW,Campo Grande (MS),2,60.39,120.78,03/19/2020,Aracaju (SE),Campo Grande (MS),firstClass,1389.37,1.69,650.1,CloudFy,4You,female,44,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
452,4,Hotel A,Florianopolis (SC),1,313.02,313.02,04/02/2020,Aracaju (SE),Florianopolis (SC),economic,852.18,2.1,808.85,Rainbow,4You,female,44,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
456,4,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,04/30/2020,Brasilia (DF),Rio de Janeiro (RJ),premium,440.69,0.48,183.37,Rainbow,4You,female,44,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
457,4,Hotel BW,Campo Grande (MS),2,60.39,120.78,05/07/2020,Recife (PE),Campo Grande (MS),premium,832.77,1.39,535.4,Rainbow,4You,female,44,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
468,4,Hotel Z,Aracaju (SE),1,208.04,208.04,07/23/2020,Recife (PE),Aracaju (SE),economic,663.23,1.44,555.74,Rainbow,4You,female,44,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
473,4,Hotel AF,Sao Paulo (SP),4,139.1,556.4,08/27/2020,Recife (PE),Sao Paulo (SP),firstClass,954.78,1.26,486.52,FlyingDrops,4You,female,44,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
481,4,Hotel A,Florianopolis (SC),4,313.02,1252.08,10/22/2020,Recife (PE),Florianopolis (SC),firstClass,1371.83,1.76,676.53,Rainbow,4You,female,44,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
486,4,Hotel Z,Aracaju (SE),4,208.04,832.16,11/26/2020,Brasilia (DF),Aracaju (SE),premium,987.07,1.11,425.98,CloudFy,4You,female,44,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
490,4,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,12/24/2020,Recife (PE),Rio de Janeiro (RJ),premium,1351.89,2.3,885.57,Rainbow,4You,female,44,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
491,4,Hotel A,Florianopolis (SC),4,313.02,1252.08,12/31/2020,Brasilia (DF),Florianopolis (SC),premium,1189.32,1.66,637.56,CloudFy,4You,female,44,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
494,4,Hotel AF,Sao Paulo (SP),2,139.1,278.2,01/21/2021,Recife (PE),Sao Paulo (SP),economic,513.06,1.26,486.52,CloudFy,4You,female,44,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
498,4,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,02/18/2021,Brasilia (DF),Rio de Janeiro (RJ),firstClass,586.04,0.48,183.37,Rainbow,4You,female,44,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
500,4,Hotel K,Salvador (BH),2,263.41,526.82,03/04/2021,Recife (PE),Salvador (BH),premium,1242.65,2.05,788.55,CloudFy,4You,female,44,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
501,4,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,03/11/2021,Recife (PE),Rio de Janeiro (RJ),firstClass,1706.89,2.3,885.57,FlyingDrops,4You,female,44,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
503,4,Hotel A,Florianopolis (SC),2,313.02,626.04,03/25/2021,Aracaju (SE),Florianopolis (SC),firstClass,1515.79,2.1,808.85,CloudFy,4You,female,44,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
505,4,Hotel A,Florianopolis (SC),2,313.02,626.04,04/08/2021,Aracaju (SE),Florianopolis (SC),firstClass,1582.41,2.1,808.85,Rainbow,4You,female,44,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
514,4,Hotel AU,Recife (PE),3,312.83,938.49,06/10/2021,Aracaju (SE),Recife (PE),firstClass,1119.47,1.44,555.74,Rainbow,4You,female,44,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
517,4,Hotel BD,Natal (RN),4,242.88,971.52,07/01/2021,Recife (PE),Natal (RN),economic,360.22,0.58,222.67,Rainbow,4You,female,44,Carterhaven,Marquezville,Luxury,Enterprise,2.0,65.86,358.0,Full-to-Full,Cancelled,626.4
517,4,Hotel BD,Natal (RN),4,242.88,971.52,07/01/2021,Recife (PE),Natal (RN),economic,360.22,0.58,222.67,Rainbow,4You,female,44,Port Shelby,South Carolynland,Luxury,Budget,2.0,389.75,191.0,Prepaid,Pending,492.79999999999995
529,4,Hotel AF,Sao Paulo (SP),3,139.1,417.3,09/23/2021,Recife (PE),Sao Paulo (SP),firstClass,980.83,1.26,486.52,Rainbow,4You,female,44,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
532,4,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,10/14/2021,Aracaju (SE),Rio de Janeiro (RJ),economic,717.04,1.55,597.61,CloudFy,4You,female,44,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
537,4,Hotel AU,Recife (PE),3,312.83,938.49,11/18/2021,Brasilia (DF),Recife (PE),premium,559.13,0.63,242.21,Rainbow,4You,female,44,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
541,4,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,12/16/2021,Recife (PE),Rio de Janeiro (RJ),firstClass,1611.14,2.3,885.57,Rainbow,4You,female,44,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
543,4,Hotel BW,Campo Grande (MS),3,60.39,181.17,12/30/2021,Brasilia (DF),Campo Grande (MS),firstClass,1009.71,0.72,277.7,FlyingDrops,4You,female,44,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
545,4,Hotel BW,Campo Grande (MS),1,60.39,60.39,01/13/2022,Recife (PE),Campo Grande (MS),firstClass,1038.95,1.39,535.4,FlyingDrops,4You,female,44,New Matthew,Lake Ashley,Luxury,Budget,5.0,801.73,469.0,Prepaid,Pending,1225.2
548,4,Hotel BW,Campo Grande (MS),2,60.39,120.78,02/03/2022,Brasilia (DF),Campo Grande (MS),premium,831.7,0.72,277.7,CloudFy,4You,female,44,Kevinbury,Houseport,Hatchback,Budget,5.0,414.09,349.0,Full-to-Full,Pending,779.2
555,4,Hotel A,Florianopolis (SC),1,313.02,313.02,03/24/2022,Brasilia (DF),Florianopolis (SC),premium,1189.32,1.66,637.56,CloudFy,4You,female,44,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
556,4,Hotel K,Salvador (BH),3,263.41,790.23,03/31/2022,Recife (PE),Salvador (BH),economic,842.11,2.05,788.55,CloudFy,4You,female,44,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
557,4,Hotel K,Salvador (BH),1,263.41,263.41,04/07/2022,Recife (PE),Salvador (BH),premium,1249.83,2.05,788.55,Rainbow,4You,female,44,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
559,4,Hotel K,Salvador (BH),2,263.41,526.82,04/21/2022,Recife (PE),Salvador (BH),economic,842.11,2.05,788.55,CloudFy,4You,female,44,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
562,4,Hotel BD,Natal (RN),2,242.88,485.76,05/12/2022,Recife (PE),Natal (RN),economic,360.22,0.58,222.67,Rainbow,4You,female,44,Lake Antonio,North Alisonstad,Luxury,Enterprise,3.0,118.25,376.0,Full-to-Full,Confirmed,810.8
564,4,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,05/26/2022,Recife (PE),Rio de Janeiro (RJ),firstClass,1611.14,2.3,885.57,Rainbow,4You,female,44,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
565,4,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,06/02/2022,Recife (PE),Rio de Janeiro (RJ),firstClass,1611.14,2.3,885.57,Rainbow,4You,female,44,South Anthony,New Marioberg,Sedan,Enterprise,1.0,41.29,318.0,Full-to-Full,Pending,374.4
574,4,Hotel BP,Brasilia (DF),4,247.62,990.48,08/04/2022,Recife (PE),Brasilia (DF),premium,573.61,0.63,242.21,CloudFy,4You,female,44,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
578,4,Hotel Z,Aracaju (SE),3,208.04,624.12,09/01/2022,Recife (PE),Aracaju (SE),firstClass,1181.19,1.44,555.74,Rainbow,4You,female,44,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
581,4,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,09/22/2022,Brasilia (DF),Rio de Janeiro (RJ),economic,371.04,0.48,183.37,Rainbow,4You,female,44,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
582,4,Hotel AF,Sao Paulo (SP),3,139.1,417.3,09/29/2022,Aracaju (SE),Sao Paulo (SP),premium,588.14,1.02,392.76,Rainbow,4You,female,44,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
586,4,Hotel K,Salvador (BH),2,263.41,526.82,10/27/2022,Recife (PE),Salvador (BH),premium,1242.65,2.05,788.55,CloudFy,4You,female,44,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
587,4,Hotel K,Salvador (BH),1,263.41,263.41,11/03/2022,Aracaju (SE),Salvador (BH),firstClass,1723.71,2.16,830.86,Rainbow,4You,female,44,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
588,4,Hotel BD,Natal (RN),2,242.88,485.76,11/10/2022,Aracaju (SE),Natal (RN),firstClass,577.71,0.46,176.33,FlyingDrops,4You,female,44,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
590,4,Hotel AU,Recife (PE),2,312.83,625.66,11/24/2022,Brasilia (DF),Recife (PE),economic,421.2,0.63,242.21,Rainbow,4You,female,44,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
591,4,Hotel AU,Recife (PE),4,312.83,1251.32,12/01/2022,Brasilia (DF),Recife (PE),firstClass,772.21,0.63,242.21,Rainbow,4You,female,44,North Aaronchester,South Bryanport,Sedan,Sixt,2.0,104.8,472.0,Partial,Pending,617.5999999999999
596,4,Hotel BP,Brasilia (DF),1,247.62,247.62,01/05/2023,Recife (PE),Brasilia (DF),premium,638.63,0.63,242.21,Rainbow,4You,female,44,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
598,4,Hotel BD,Natal (RN),4,242.88,971.52,01/19/2023,Recife (PE),Natal (RN),economic,360.22,0.58,222.67,Rainbow,4You,female,44,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
604,4,Hotel AF,Sao Paulo (SP),3,139.1,417.3,03/02/2023,Aracaju (SE),Sao Paulo (SP),firstClass,756.3,1.02,392.76,FlyingDrops,4You,female,44,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
605,4,Hotel A,Florianopolis (SC),4,313.02,1252.08,03/09/2023,Recife (PE),Florianopolis (SC),economic,761.2,1.76,676.53,CloudFy,4You,female,44,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
609,4,Hotel BW,Campo Grande (MS),2,60.39,120.78,04/06/2023,Brasilia (DF),Campo Grande (MS),firstClass,1096.58,0.72,277.7,CloudFy,4You,female,44,New Markbury,South Briantown,Luxury,Enterprise,4.0,127.29,96.0,Prepaid,Confirmed,756.8
619,4,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,06/15/2023,Brasilia (DF),Rio de Janeiro (RJ),premium,440.69,0.48,183.37,Rainbow,4You,female,44,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
621,4,Hotel BP,Brasilia (DF),4,247.62,990.48,06/29/2023,Recife (PE),Brasilia (DF),premium,573.61,0.63,242.21,CloudFy,4You,female,44,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
623,4,Hotel BD,Natal (RN),4,242.88,971.52,07/13/2023,Recife (PE),Natal (RN),premium,474.6,0.58,222.67,CloudFy,4You,female,44,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
624,5,Hotel K,Salvador (BH),2,263.41,526.82,09/26/2019,Brasilia (DF),Salvador (BH),economic,921.08,1.76,676.56,Rainbow,4You,none,47,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
638,5,Hotel K,Salvador (BH),1,263.41,263.41,01/02/2020,Recife (PE),Salvador (BH),economic,861.68,2.05,788.55,Rainbow,4You,none,47,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
643,5,Hotel AF,Sao Paulo (SP),3,139.1,417.3,02/06/2020,Brasilia (DF),Sao Paulo (SP),firstClass,992.17,0.67,257.81,Rainbow,4You,none,47,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
644,5,Hotel K,Salvador (BH),1,263.41,263.41,02/13/2020,Recife (PE),Salvador (BH),economic,861.68,2.05,788.55,Rainbow,4You,none,47,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
646,5,Hotel K,Salvador (BH),3,263.41,790.23,02/27/2020,Recife (PE),Salvador (BH),firstClass,1484.94,2.05,788.55,CloudFy,4You,none,47,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
648,5,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,03/12/2020,Brasilia (DF),Rio de Janeiro (RJ),premium,457.95,0.48,183.37,CloudFy,4You,none,47,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
658,5,Hotel BD,Natal (RN),1,242.88,242.88,05/21/2020,Recife (PE),Natal (RN),firstClass,628.96,0.58,222.67,Rainbow,4You,none,47,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
668,5,Hotel BW,Campo Grande (MS),1,60.39,60.39,07/30/2020,Aracaju (SE),Campo Grande (MS),firstClass,1376.09,1.69,650.1,FlyingDrops,4You,none,47,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
670,5,Hotel K,Salvador (BH),3,263.41,790.23,08/13/2020,Brasilia (DF),Salvador (BH),firstClass,1724.49,1.76,676.56,FlyingDrops,4You,none,47,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
676,5,Hotel A,Florianopolis (SC),4,313.02,1252.08,09/24/2020,Brasilia (DF),Florianopolis (SC),firstClass,1569.65,1.66,637.56,FlyingDrops,4You,none,47,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
680,5,Hotel AF,Sao Paulo (SP),2,139.1,278.2,10/22/2020,Recife (PE),Sao Paulo (SP),premium,657.87,1.26,486.52,CloudFy,4You,none,47,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
683,5,Hotel AF,Sao Paulo (SP),1,139.1,139.1,11/12/2020,Brasilia (DF),Sao Paulo (SP),firstClass,904.0,0.67,257.81,FlyingDrops,4You,none,47,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
687,5,Hotel Z,Aracaju (SE),1,208.04,208.04,12/10/2020,Recife (PE),Aracaju (SE),firstClass,1300.81,1.44,555.74,FlyingDrops,4You,none,47,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
688,6,Hotel BD,Natal (RN),3,242.88,728.64,09/26/2019,Aracaju (SE),Natal (RN),firstClass,549.96,0.46,176.33,Rainbow,4You,male,46,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
690,6,Hotel AF,Sao Paulo (SP),3,139.1,417.3,10/10/2019,Brasilia (DF),Sao Paulo (SP),firstClass,893.65,0.67,257.81,CloudFy,4You,male,46,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
695,6,Hotel A,Florianopolis (SC),2,313.02,626.04,11/14/2019,Brasilia (DF),Florianopolis (SC),firstClass,1569.65,1.66,637.56,FlyingDrops,4You,male,46,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
696,6,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,11/21/2019,Brasilia (DF),Rio de Janeiro (RJ),firstClass,649.64,0.48,183.37,CloudFy,4You,male,46,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
698,6,Hotel AU,Recife (PE),1,312.83,312.83,12/05/2019,Brasilia (DF),Recife (PE),firstClass,772.21,0.63,242.21,Rainbow,4You,male,46,East Mistybury,New Kevinberg,Hatchback,Avis,3.0,449.47,372.0,Full-to-Full,Confirmed,597.6
699,6,Hotel BW,Campo Grande (MS),4,60.39,241.56,12/12/2019,Brasilia (DF),Campo Grande (MS),firstClass,1096.58,0.72,277.7,CloudFy,4You,male,46,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
701,6,Hotel BP,Brasilia (DF),4,247.62,990.48,12/26/2019,Recife (PE),Brasilia (DF),firstClass,721.93,0.63,242.21,Rainbow,4You,male,46,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
707,6,Hotel A,Florianopolis (SC),2,313.02,626.04,02/06/2020,Aracaju (SE),Florianopolis (SC),premium,1132.81,2.1,808.85,Rainbow,4You,male,46,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
711,6,Hotel AF,Sao Paulo (SP),1,139.1,139.1,03/05/2020,Recife (PE),Sao Paulo (SP),premium,657.87,1.26,486.52,CloudFy,4You,male,46,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
712,6,Hotel A,Florianopolis (SC),4,313.02,1252.08,03/12/2020,Aracaju (SE),Florianopolis (SC),economic,852.18,2.1,808.85,Rainbow,4You,male,46,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
718,6,Hotel K,Salvador (BH),4,263.41,1053.64,04/23/2020,Brasilia (DF),Salvador (BH),economic,921.08,1.76,676.56,Rainbow,4You,male,46,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
719,6,Hotel AF,Sao Paulo (SP),1,139.1,139.1,04/30/2020,Aracaju (SE),Sao Paulo (SP),firstClass,730.43,1.02,392.76,CloudFy,4You,male,46,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
723,6,Hotel BP,Brasilia (DF),2,247.62,495.24,05/28/2020,Aracaju (SE),Brasilia (DF),economic,472.72,1.11,425.98,CloudFy,4You,male,46,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
739,6,Hotel AF,Sao Paulo (SP),3,139.1,417.3,09/17/2020,Recife (PE),Sao Paulo (SP),premium,657.87,1.26,486.52,CloudFy,4You,male,46,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
745,6,Hotel K,Salvador (BH),1,263.41,263.41,10/29/2020,Brasilia (DF),Salvador (BH),premium,1346.6,1.76,676.56,CloudFy,4You,male,46,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
746,6,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,11/05/2020,Aracaju (SE),Rio de Janeiro (RJ),firstClass,1190.94,1.55,597.61,FlyingDrops,4You,male,46,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
747,6,Hotel BD,Natal (RN),4,242.88,971.52,11/12/2020,Aracaju (SE),Natal (RN),firstClass,549.96,0.46,176.33,Rainbow,4You,male,46,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
749,6,Hotel A,Florianopolis (SC),2,313.02,626.04,11/26/2020,Aracaju (SE),Florianopolis (SC),firstClass,1582.41,2.1,808.85,Rainbow,4You,male,46,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
753,6,Hotel BP,Brasilia (DF),2,247.62,495.24,12/24/2020,Recife (PE),Brasilia (DF),firstClass,697.22,0.63,242.21,FlyingDrops,4You,male,46,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
754,6,Hotel BD,Natal (RN),2,242.88,485.76,12/31/2020,Aracaju (SE),Natal (RN),firstClass,577.71,0.46,176.33,FlyingDrops,4You,male,46,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
755,6,Hotel K,Salvador (BH),1,263.41,263.41,01/07/2021,Aracaju (SE),Salvador (BH),economic,943.36,2.16,830.86,Rainbow,4You,male,46,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
762,6,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,02/25/2021,Aracaju (SE),Rio de Janeiro (RJ),firstClass,1190.94,1.55,597.61,FlyingDrops,4You,male,46,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
767,6,Hotel AF,Sao Paulo (SP),3,139.1,417.3,04/01/2021,Brasilia (DF),Sao Paulo (SP),premium,750.0,0.67,257.81,Rainbow,4You,male,46,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
778,7,Hotel AF,Sao Paulo (SP),3,139.1,417.3,11/21/2019,Aracaju (SE),Sao Paulo (SP),premium,630.34,1.02,392.76,CloudFy,4You,female,21,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
787,7,Hotel BW,Campo Grande (MS),1,60.39,60.39,01/23/2020,Recife (PE),Campo Grande (MS),firstClass,1110.76,1.39,535.4,CloudFy,4You,female,21,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
788,7,Hotel BW,Campo Grande (MS),2,60.39,120.78,01/30/2020,Recife (PE),Campo Grande (MS),firstClass,1038.95,1.39,535.4,FlyingDrops,4You,female,21,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
793,7,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,03/05/2020,Brasilia (DF),Rio de Janeiro (RJ),firstClass,586.04,0.48,183.37,Rainbow,4You,female,21,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
795,7,Hotel BW,Campo Grande (MS),2,60.39,120.78,03/19/2020,Brasilia (DF),Campo Grande (MS),economic,583.6,0.72,277.7,CloudFy,4You,female,21,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
803,7,Hotel BW,Campo Grande (MS),4,60.39,241.56,05/14/2020,Recife (PE),Campo Grande (MS),premium,793.15,1.39,535.4,CloudFy,4You,female,21,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
805,7,Hotel Z,Aracaju (SE),2,208.04,416.08,05/28/2020,Brasilia (DF),Aracaju (SE),premium,965.62,1.11,425.98,Rainbow,4You,female,21,West Karinaport,Rogersburgh,Luxury,Enterprise,3.0,526.33,384.0,Prepaid,Pending,817.2
805,7,Hotel Z,Aracaju (SE),2,208.04,416.08,05/28/2020,Brasilia (DF),Aracaju (SE),premium,965.62,1.11,425.98,Rainbow,4You,female,21,Brooketown,Moorefort,Sedan,Budget,4.0,121.64,202.0,Prepaid,Cancelled,641.6
806,7,Hotel AU,Recife (PE),3,312.83,938.49,06/04/2020,Aracaju (SE),Recife (PE),economic,604.14,1.44,555.74,CloudFy,4You,female,21,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
808,7,Hotel BD,Natal (RN),3,242.88,728.64,06/18/2020,Brasilia (DF),Natal (RN),firstClass,1313.76,1.43,550.69,CloudFy,4You,female,21,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
809,7,Hotel BP,Brasilia (DF),4,247.62,990.48,06/25/2020,Aracaju (SE),Brasilia (DF),economic,548.62,1.11,425.98,Rainbow,4You,female,21,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
812,7,Hotel BD,Natal (RN),2,242.88,485.76,07/16/2020,Recife (PE),Natal (RN),economic,301.51,0.58,222.67,CloudFy,4You,female,21,Samanthafort,Pattersonfurt,SUV,Avis,4.0,371.15,264.0,Full-to-Full,Cancelled,771.2
