hotel_stay_id,hotel_booking_id,room_type,bed_type,rating,review_text
HS00443,HB00443,Suite,Single,5,Whatever who shake game capital whether democratic.
HS00444,HB00444,Deluxe,King,5,Federal although operation ok blood face series.
HS00445,HB00445,Deluxe,Double,2,Part write skin in any.
HS00446,HB00446,Deluxe,King,3,Listen management either study fund enjoy.
HS00447,HB00447,Standard,Double,2,Allow his note type happy picture.
HS00448,HB00448,Deluxe,King,1,Guy couple process wind least argue behind.
HS00449,HB00449,Suite,Single,2,Brother you reason.
HS00450,HB00450,Suite,Single,4,Back leg us future series collection process.
HS00451,HB00451,Standard,King,1,Together glass like talk.
HS00452,HB00452,Standard,Double,5,Help bank instead easy challenge central by.
HS00453,HB00453,Suite,Single,2,Rise begin discuss itself skill.
HS00454,HB00454,Suite,Double,3,Six able important audience.
HS00455,HB00455,Deluxe,King,1,Several kid mind type.
HS00456,HB00456,Standard,King,2,Camera budget goal general state.
HS00457,HB00457,Standard,Single,4,Data agree then activity true knowledge join their.
HS00458,HB00458,Deluxe,Single,1,Brother foot your husband dark goal.
HS00459,HB00459,Suite,King,3,Green must fish wind.
HS00460,HB00460,Standard,King,2,Or call ready military.
HS00461,HB00461,Deluxe,Single,5,Large why week outside.
HS00462,HB00462,Suite,King,1,Middle party movement quality give building today.
HS00463,HB00463,Deluxe,King,1,Government picture about light fill son.
HS00464,HB00464,Suite,Single,4,Help rate degree executive stop.
HS00465,HB00465,Deluxe,Double,1,His customer turn bit show.
HS00466,HB00466,Suite,Double,4,Push tax ok have.
HS00467,HB00467,Suite,Double,1,Maybe morning recent me.
HS00468,HB00468,Suite,King,3,Customer from nor least source.
HS00469,HB00469,Standard,Double,2,Gas design gas nearly item.
HS00470,HB00470,Deluxe,Double,3,Future final right upon value camera.
HS00471,HB00471,Standard,Single,4,Ok physical help suffer color girl.
HS00472,HB00472,Deluxe,King,3,Security probably him million less.
HS00473,HB00473,Standard,Double,3,Democratic change modern look.
HS00474,HB00474,Standard,Double,4,Mission black spend interesting.
HS00475,HB00475,Suite,Double,5,Never relationship area dream among.
HS00476,HB00476,Deluxe,Double,5,Eat far remain author bar market.
HS00477,HB00477,Deluxe,King,1,Still raise decade long whom hope.
HS00478,HB00478,Standard,King,4,Season fish seem popular those measure business operation.
HS00479,HB00479,Suite,King,4,Fight be environment act wish.
HS00480,HB00480,Suite,Single,5,Table source soldier well firm.
HS00481,HB00481,Deluxe,Double,5,Particular media every too source meeting.
HS00482,HB00482,Deluxe,Single,2,Meet according result agency break specific mention.
HS00483,HB00483,Suite,Double,5,Activity change although begin movement nice.
HS00484,HB00484,Deluxe,Double,2,World on nor play agreement.
HS00485,HB00485,Deluxe,Double,1,Sound Democrat travel property game.
HS00486,HB00486,Standard,Double,4,Work major step pull.
HS00487,HB00487,Deluxe,Single,1,Relate activity carry sell.
HS00488,HB00488,Suite,Double,2,Both writer later structure production leg like.
HS00489,HB00489,Deluxe,King,4,Nearly at training.
HS00490,HB00490,Suite,Single,5,Last personal before only and language perhaps.
HS00491,HB00491,Deluxe,Single,1,Scene high as.
HS00492,HB00492,Deluxe,Double,3,Pick nature oil assume dark figure.
HS00493,HB00493,Suite,Single,3,Too bring today project anyone.
HS00494,HB00494,Suite,King,4,More ago general hear much.
HS00495,HB00495,Suite,Double,5,Defense factor practice evening if speech.
HS00496,HB00496,Standard,Single,1,Best though rather phone chair contain choice.
HS00497,HB00497,Standard,Double,5,Recognize note risk seat.
HS00498,HB00498,Standard,King,3,Civil their want full record foreign moment.
HS00499,HB00499,Standard,Single,3,To according deal prevent serious alone.
HS00500,HB00500,Deluxe,Single,2,Drop option detail executive quality dream research.
HS00501,HB00501,Deluxe,Double,4,Kid peace home find land organization car reality.
HS00502,HB00502,Deluxe,Double,3,Race card stage hotel.
HS00503,HB00503,Suite,King,4,Change black what.
HS00504,HB00504,Deluxe,Double,1,Pay thought task director move hour citizen.
HS00505,HB00505,Standard,Double,1,Beat first each beautiful include professional.
HS00506,HB00506,Suite,Double,3,Indicate manager notice now material actually.
HS00507,HB00507,Deluxe,King,2,Want certainly car whole city especially author.
HS00508,HB00508,Deluxe,Double,4,Begin improve play peace.
HS00509,HB00509,Standard,Single,5,Successful better sometimes protect.
HS00510,HB00510,Standard,King,3,East democratic market begin.
HS00511,HB00511,Suite,Single,2,Or effort maintain consumer morning meet.
HS00512,HB00512,Standard,King,1,Free too account go environmental may indicate method.
HS00513,HB00513,Suite,Double,5,Beyond Mrs sport interesting culture week institution.
HS00514,HB00514,Deluxe,King,3,Card eye industry hour establish worker thing.
HS00515,HB00515,Suite,Single,2,Note respond grow partner.
HS00516,HB00516,Deluxe,Single,3,Follow over kind or eight however particularly hotel.
HS00517,HB00517,Deluxe,Double,5,Dinner design study back can others bring.
HS00518,HB00518,Standard,King,3,Number prepare knowledge dinner significant option.
HS00519,HB00519,Standard,King,5,Blood with form.
HS00520,HB00520,Standard,King,1,Any adult choice specific risk about.
HS00521,HB00521,Standard,Double,3,Whom southern religious.
HS00522,HB00522,Suite,Single,4,Anyone prevent environment attorney anyone form.
HS00523,HB00523,Suite,Single,3,Result benefit feeling per do only third.
HS00524,HB00524,Deluxe,Single,3,Receive suggest door arrive hotel direction measure.
HS00525,HB00525,Deluxe,Single,1,Issue sing fly market dinner organization.
HS00526,HB00526,Deluxe,Double,3,Candidate ok poor today what.
HS00527,HB00527,Suite,King,4,Policy commercial baby mean imagine finish stay crime.
HS00528,HB00528,Deluxe,Double,2,Each head respond.
HS00529,HB00529,Suite,King,1,Hotel speech person off explain.
HS00530,HB00530,Standard,King,5,Government force size child position to not data.
HS00531,HB00531,Deluxe,Single,4,Else stock our.
HS00532,HB00532,Suite,Double,3,Central bank amount national use.
HS00533,HB00533,Deluxe,Single,2,Organization amount alone.
HS00534,HB00534,Suite,King,5,See modern none pressure star strong here.
HS00535,HB00535,Suite,Single,3,Rise the per federal development.
HS00536,HB00536,Deluxe,King,4,Performance finish note effect.
HS00537,HB00537,Deluxe,Single,1,Today military process kind necessary beat.
HS00538,HB00538,Standard,King,4,Country resource player share treatment instead less.
HS00539,HB00539,Standard,Single,3,Yet newspaper say chance different seek fire.
HS00540,HB00540,Suite,King,3,Stay growth receive film Republican ask even sport.
HS00541,HB00541,Deluxe,Double,3,Data travel at make include.
HS00542,HB00542,Standard,Single,4,Fish professional medical its.
HS00543,HB00543,Deluxe,King,4,Land practice far paper.
HS00544,HB00544,Suite,Double,5,Writer back option particularly.
HS00545,HB00545,Standard,King,4,Figure help plant table take.
HS00546,HB00546,Suite,Double,5,Result summer six glass forward.
HS00547,HB00547,Deluxe,Double,3,Not affect claim continue compare week.
HS00548,HB00548,Deluxe,King,1,Could hour big night however fight.
HS00549,HB00549,Suite,Single,2,Simply could music without stock.
HS00550,HB00550,Deluxe,Single,1,Close whose study list question.
HS00551,HB00551,Standard,King,1,Student newspaper professional fill several.
HS00552,HB00552,Suite,Double,4,South military administration garden cut.
HS00553,HB00553,Deluxe,Double,1,I modern author gun give I authority environment.
HS00554,HB00554,Deluxe,Double,5,Technology dinner age person within talk certainly have.
HS00555,HB00555,Standard,Single,1,Ahead reality good.
HS00556,HB00556,Deluxe,Single,2,Whole here ok pick move.
HS00557,HB00557,Standard,Single,2,Leave paper join order article.
HS00558,HB00558,Suite,Double,1,Anyone pick serious everyone still over behind.
HS00559,HB00559,Standard,Single,1,To system seem radio suggest adult.
HS00560,HB00560,Suite,Double,1,Mouth since bad brother left.
HS00561,HB00561,Standard,Double,5,Measure staff travel good mother author child.
HS00562,HB00562,Standard,Single,1,Window unit political.
HS00563,HB00563,Standard,Single,4,Activity training fill stuff.
HS00564,HB00564,Standard,King,4,Discussion after interesting measure easy at reveal.
HS00565,HB00565,Standard,Single,2,Five test manage first.
HS00566,HB00566,Standard,Single,2,Join listen laugh service yeah series if.
HS00567,HB00567,Standard,Double,4,Budget lawyer power partner herself wall rate.
HS00568,HB00568,Standard,Single,4,Such own like finally region analysis.
HS00569,HB00569,Standard,King,4,Source seven student majority.
HS00570,HB00570,Suite,Single,3,Simple piece even early imagine believe account.
HS00571,HB00571,Standard,King,3,Available anyone half investment establish system message this.
HS00572,HB00572,Deluxe,Double,2,Law evidence minute almost.
HS00573,HB00573,Standard,King,3,Task form fact lose west himself language.
HS00574,HB00574,Suite,Double,4,Here ask each scientist scientist off work impact.
HS00575,HB00575,Suite,King,3,Somebody specific middle magazine happy popular.
HS00576,HB00576,Suite,Single,5,Short computer check general again personal leg.
HS00577,HB00577,Deluxe,Double,2,Available ask enter possible start person ask.
HS00578,HB00578,Standard,Double,3,Start never world want.
HS00579,HB00579,Standard,Double,3,Environmental some short financial throw.
HS00580,HB00580,Standard,King,5,With school prevent phone.
HS00581,HB00581,Standard,Single,3,His single message interest.
HS00582,HB00582,Suite,Double,4,Chance beautiful summer spend whole enjoy seek.
HS00583,HB00583,Suite,King,5,Let fire summer seek audience from.
HS00584,HB00584,Deluxe,Double,1,Over ok cup receive how.
HS00585,HB00585,Suite,Single,4,Above out catch third once.
HS00586,HB00586,Deluxe,Double,2,Goal recently western believe long security.
HS00587,HB00587,Deluxe,Double,5,Late night give air beat.
HS00588,HB00588,Standard,King,4,Hear also smile speak throughout option.
HS00589,HB00589,Standard,Double,3,Collection can sure sort south much record.
HS00590,HB00590,Deluxe,King,1,Young better response husband pass discuss lose.
HS00591,HB00591,Standard,King,3,Prepare hour Mr partner to capital rule especially.
HS00592,HB00592,Suite,Single,3,Still six base lead most.
HS00593,HB00593,Deluxe,Single,5,Peace community onto Mrs front either full.
HS00594,HB00594,Suite,Single,3,Ok important crime office.
HS00595,HB00595,Suite,King,4,Later boy fill up large increase site.
HS00596,HB00596,Suite,Single,4,Management treatment my word.
HS00597,HB00597,Suite,Double,1,Note pretty even animal product produce.
HS00598,HB00598,Standard,Double,2,Drive cold number.
HS00599,HB00599,Suite,Single,4,You ahead pressure time you traditional little especially.
HS00600,HB00600,Suite,King,1,You war value fight million.
HS00601,HB00601,Standard,Double,4,Artist develop thank bill learn.
HS00602,HB00602,Suite,King,2,Federal could area wrong job magazine.
HS00603,HB00603,Standard,Single,5,Name themselves law buy present.
HS00604,HB00604,Standard,Double,2,Morning rest into size.
HS00605,HB00605,Standard,King,5,Hundred lead finally process politics.
HS00606,HB00606,Suite,King,5,Understand option significant again score many owner.
HS00607,HB00607,Suite,Single,5,Deal high though former idea.
HS00608,HB00608,Suite,Single,1,Professor course peace.
HS00609,HB00609,Deluxe,Double,1,Address pretty father serve lead run me.
HS00610,HB00610,Suite,Double,2,Although represent determine can bit spring community.
HS00611,HB00611,Suite,King,5,Nature assume task either.
HS00612,HB00612,Deluxe,Single,1,Seat color center itself maybe possible.
HS00613,HB00613,Deluxe,Double,4,Amount six protect save force never sometimes really.
HS00614,HB00614,Suite,King,2,Successful produce page company despite oil.
HS00615,HB00615,Standard,King,5,Next decide kitchen address look tree be manager.
HS00616,HB00616,Suite,King,2,President serious election.
HS00617,HB00617,Standard,Single,3,Road money air little executive.
HS00618,HB00618,Standard,Single,3,Amount size actually old situation test.
HS00619,HB00619,Suite,Double,4,Professional stuff off father necessary.
HS00620,HB00620,Suite,Single,1,Success close decision.
HS00621,HB00621,Suite,Single,4,Another Mrs result letter often throughout.
HS00622,HB00622,Suite,Double,4,Activity nation throughout green memory street sit.
HS00623,HB00623,Suite,Double,5,Letter future off century treatment defense style.
HS00624,HB00624,Standard,Double,1,Point green visit party.
HS00625,HB00625,Deluxe,Single,1,Our behavior little bad too.
HS00626,HB00626,Deluxe,Single,2,Shake oil effort of lose information.
HS00627,HB00627,Suite,Single,5,About agent after industry office people.
HS00628,HB00628,Deluxe,Single,2,Positive likely risk wide four.
HS00629,HB00629,Deluxe,Double,2,Manager design today my almost yard budget.
HS00630,HB00630,Standard,King,2,Force art teacher well figure.
HS00631,HB00631,Suite,Single,3,Themselves over shoulder recent.
HS00632,HB00632,Deluxe,Double,5,Imagine pressure run.
HS00633,HB00633,Standard,Single,5,Expect billion able art.
HS00634,HB00634,Deluxe,King,3,Sort benefit imagine tell.
HS00635,HB00635,Deluxe,King,5,Full whole deep.
HS00636,HB00636,Standard,Double,3,Job film and run administration.
HS00637,HB00637,Deluxe,King,2,Sea probably laugh against.
HS00638,HB00638,Suite,Single,4,Language recognize good method role.
HS00639,HB00639,Deluxe,Single,1,Television sense economy will table lay degree.
HS00640,HB00640,Suite,Double,4,Adult first man law can cover.
HS00641,HB00641,Suite,King,1,Along push institution former position.
HS00642,HB00642,Standard,Double,3,Return win guy join.
HS00643,HB00643,Standard,King,4,Nice world final Mr couple south majority.
HS00644,HB00644,Suite,King,1,Star page bit what majority individual.
HS00645,HB00645,Standard,Single,1,Analysis long with seek.
HS00646,HB00646,Suite,King,2,Of against Republican we.
HS00647,HB00647,Deluxe,Single,1,Card collection team lot.
HS00648,HB00648,Standard,Single,4,Tough few nation.
HS00649,HB00649,Deluxe,King,5,Room personal deep bill build science film.
HS00650,HB00650,Suite,Single,4,Ready record skin possible I pattern image.
HS00651,HB00651,Standard,Single,2,Although fund add simple.
HS00652,HB00652,Deluxe,Double,2,Growth new catch almost common.
HS00653,HB00653,Suite,Single,3,Perhaps arrive condition check under again.
HS00654,HB00654,Suite,Double,5,Foot culture certain leader great.
HS00655,HB00655,Deluxe,Double,4,Protect reveal there their east.
HS00656,HB00656,Suite,King,3,Simple leave event him.
HS00657,HB00657,Suite,Double,4,Rule money his meeting some do.
