air_booking_id,pax_id,flight_number,departure_city,arrival_city,departure_date,return_date,seat_class,booking_status,payment_method,transaction_amount
AB00228,PAX00228,FL508,Lindsayfort,Stevensmouth,24/03/2024,19/05/2024,First Class,Canceled,PayPal,374.63
AB00229,PAX00229,FL715,Davidhaven,Port Michelle,23/11/2024,27/12/2024,Economy,Canceled,PayPal,1468.25
AB00230,PAX00230,FL385,Robertmouth,Stephaniebury,16/09/2023,09/11/2023,First Class,Canceled,Net Banking,1295.31
AB00231,PAX00231,FL948,Port Louisfort,Johnsonside,21/08/2023,07/01/2026,First Class,Pending,Credit Card,829.01
AB00232,PAX00232,FL818,Jacobmouth,Lake Yeseniaview,22/06/2024,23/06/2025,First Class,Pending,Net Banking,522.25
AB00233,PAX00233,FL895,South Sarah,East Maryland,02/06/2024,01/07/2025,Economy,No-Show,Credit Card,1325.37
AB00234,PAX00234,FL379,South Ernest,North Vickie,28/03/2024,20/07/2025,Economy,No-Show,PayPal,325.29
AB00235,PAX00235,FL132,Lake Christophershire,Staceyburgh,25/07/2024,08/11/2025,Economy,Canceled,Net Banking,1298.3
AB00236,PAX00236,FL365,Hurleyberg,South Jennifer,13/05/2023,07/07/2023,Business,Canceled,Credit Card,892.63
AB00237,PAX00237,FL295,Port Stephaniehaven,Stevensstad,12/09/2023,03/10/2023,Economy,Canceled,Net Banking,1382.93
AB00238,PAX00238,FL122,Vaughanport,East Manuel,29/07/2023,05/01/2026,First Class,Confirmed,Credit Card,722.05
AB00239,PAX00239,FL451,Annachester,Port Gregoryshire,21/08/2024,,First Class,Canceled,Net Banking,412.49
AB00240,PAX00240,FL915,Port John,Port Melinda,18/04/2024,15/12/2025,Economy,No-Show,Net Banking,619.51
AB00241,PAX00241,FL655,Port Melissamouth,Port Calebchester,01/12/2023,12/12/2023,Economy,No-Show,Credit Card,271.8
AB00242,PAX00242,FL877,Salazarmouth,New Deborah,09/10/2024,31/10/2025,First Class,Pending,Net Banking,428.72
AB00243,PAX00243,FL968,Willisfurt,East Jennifershire,28/10/2024,,Business,Confirmed,UPI,1419.49
AB00244,PAX00244,FL156,Timothyport,Port Alex,24/01/2024,07/12/2025,Economy,Pending,PayPal,583.93
AB00245,PAX00245,FL937,Benderstad,Danielville,12/09/2024,19/01/2026,Economy,Confirmed,Net Banking,1234.63
AB00246,PAX00246,FL530,Mendozamouth,New Jessicaland,11/08/2024,25/11/2025,First Class,Canceled,PayPal,233.37
AB00247,PAX00247,FL114,Hinesstad,South Russell,22/12/2024,01/01/2025,Economy,Canceled,Credit Card,411.95
AB00248,PAX00248,FL880,Pottsshire,Hansonborough,29/10/2024,15/08/2025,First Class,No-Show,UPI,315.23
AB00249,PAX00249,FL311,Elizabethtown,Jasonchester,31/05/2023,01/07/2023,Business,Canceled,Credit Card,1226.62
AB00250,PAX00250,FL135,Port Sandraton,Prestonfort,16/06/2023,,Economy,No-Show,Net Banking,1184.42
AB00251,PAX00251,FL617,Campbellport,Serranoborough,28/06/2024,01/07/2024,Business,No-Show,UPI,822.91
AB00252,PAX00252,FL434,Francisfort,North Ashleyshire,27/01/2024,09/09/2025,Business,Confirmed,PayPal,1224.85
AB00253,PAX00253,FL237,South Kathryn,North Tonyastad,07/05/2023,17/06/2023,First Class,No-Show,PayPal,906.57
AB00254,PAX00254,FL181,Lake Cassandra,New Adam,01/03/2024,09/03/2024,First Class,Pending,UPI,1119.81
AB00255,PAX00255,FL765,Gregoryville,Jeffreyburgh,06/10/2024,24/11/2024,Business,No-Show,Credit Card,395.06
AB00256,PAX00256,FL535,Ryanshire,Johnsonfort,02/09/2023,18/09/2023,First Class,Confirmed,Credit Card,783.71
AB00257,PAX00257,FL640,Lauraton,New Matthewton,29/01/2024,04/07/2025,Economy,Canceled,Net Banking,1060.54
AB00258,PAX00258,FL344,New Benjamin,Carrietown,18/07/2024,04/09/2024,First Class,Confirmed,PayPal,228
AB00259,PAX00259,FL429,Michaelville,Whiteshire,24/12/2023,06/01/2024,Business,Canceled,Credit Card,608.43
AB00260,PAX00260,FL390,Huntville,Jennifertown,08/11/2024,14/10/2025,First Class,Pending,PayPal,454.27
AB00261,PAX00261,FL462,West Jessica,West Robert,13/06/2023,20/04/2025,Economy,Pending,PayPal,1197.93
AB00262,PAX00262,FL962,Benjaminfurt,Casestad,18/12/2024,,First Class,Pending,UPI,761.72
AB00263,PAX00263,FL603,Blackburnport,New Stephanie,18/05/2024,17/07/2024,First Class,No-Show,PayPal,1004.04
AB00264,PAX00264,FL174,Andreaside,Whiteton,28/02/2023,23/04/2023,First Class,No-Show,Credit Card,1345.98
AB00265,PAX00265,FL276,East Aprilhaven,Chambersburgh,07/09/2023,01/09/2025,Economy,Canceled,PayPal,1397.71
AB00266,PAX00266,FL972,New Tylerchester,South Kevin,30/11/2023,19/04/2025,Economy,No-Show,Credit Card,1280.49
AB00267,PAX00267,FL882,Pamelaton,East Adam,24/10/2024,,Business,No-Show,Net Banking,358.09
AB00268,PAX00268,FL566,Alyssaside,Port Vincent,19/01/2024,18/03/2024,Business,No-Show,Credit Card,1148.46
AB00269,PAX00269,FL911,East Victor,Hughesport,23/07/2024,10/08/2024,First Class,No-Show,UPI,840.97
AB00270,PAX00270,FL272,Adamport,New Brian,14/05/2024,30/05/2024,First Class,No-Show,UPI,1290.6
AB00271,PAX00271,FL323,Allenport,Shaneville,20/06/2024,10/05/2025,First Class,Confirmed,PayPal,1443.01
AB00272,PAX00272,FL518,South Tylerberg,Port Kyle,30/05/2023,25/07/2023,First Class,Canceled,Credit Card,886.22
AB00273,PAX00273,FL462,East Moniqueside,Kelleystad,16/03/2023,07/05/2023,Business,Confirmed,Net Banking,993.63
AB00274,PAX00274,FL360,South Mary,Taylorton,12/04/2024,28/04/2024,Economy,Confirmed,Net Banking,278.81
AB00275,PAX00275,FL216,North Donna,South Craigshire,22/11/2024,30/01/2025,Business,Canceled,Net Banking,873.63
AB00276,PAX00276,FL697,Kellybury,North Fred,21/06/2024,28/01/2026,First Class,Canceled,PayPal,542.72
AB00277,PAX00277,FL263,Williamsonland,East Natalie,19/11/2023,03/01/2024,Business,Pending,UPI,1463.48
AB00278,PAX00278,FL504,Barbarahaven,West Wesleyport,24/10/2024,01/12/2024,Economy,Pending,UPI,1163.74
AB00279,PAX00279,FL112,East Traci,Sancheztown,27/05/2024,02/06/2024,First Class,No-Show,Credit Card,1167.45
AB00280,PAX00280,FL731,North Amychester,Garzamouth,12/06/2024,16/07/2024,Economy,Canceled,Net Banking,559.13
AB00281,PAX00281,FL934,Francisburgh,Martinmouth,15/10/2023,14/10/2025,Business,Confirmed,UPI,207.01
AB00282,PAX00282,FL845,New Colton,West Daniel,01/09/2023,25/09/2023,Economy,Pending,Net Banking,1493.66
AB00283,PAX00283,FL424,New Ryan,Anthonyton,02/03/2024,22/03/2024,Economy,Pending,Net Banking,1372.22
AB00284,PAX00284,FL379,Suttonburgh,Forbesland,01/05/2023,,Economy,Canceled,UPI,1371.67
AB00285,PAX00285,FL332,South Rodney,New Julieburgh,24/09/2024,10/06/2025,Economy,Confirmed,Net Banking,1426.83
AB00286,PAX00286,FL247,Davidburgh,Hallside,10/02/2023,16/10/2025,First Class,Canceled,UPI,952.08
AB00287,PAX00287,FL860,Kevinfort,East Lori,17/09/2023,06/08/2025,First Class,Pending,UPI,415.8
AB00288,PAX00288,FL547,West Robert,Port Angelaside,13/08/2023,25/09/2023,Business,Pending,Credit Card,1145.53
AB00289,PAX00289,FL983,South Elizabethport,East Michael,01/03/2024,05/04/2024,Business,Confirmed,UPI,319.97
AB00290,PAX00290,FL511,Erikaborough,Justinshire,07/02/2023,,Economy,Pending,PayPal,635.69
AB00291,PAX00291,FL897,Jodiborough,Markmouth,02/10/2024,07/11/2025,Business,Canceled,Credit Card,884.42
AB00292,PAX00292,FL530,West Christinaville,Lake Amyport,17/07/2024,03/06/2025,Economy,Pending,Net Banking,812.72
AB00293,PAX00293,FL847,Hendersonfort,Timothymouth,02/08/2024,20/10/2025,First Class,Canceled,Net Banking,433.98
AB00294,PAX00294,FL728,New Janeport,Port Cynthiatown,29/11/2024,19/01/2026,Business,No-Show,Net Banking,1005.72
AB00295,PAX00295,FL376,East Debbie,East Mason,05/05/2024,17/10/2025,First Class,Confirmed,PayPal,458.07
AB00296,PAX00296,FL981,Bryantown,Johnside,27/04/2024,29/12/2025,Business,Pending,Credit Card,1179.54
AB00297,PAX00297,FL578,Port Jennifer,West Marybury,30/08/2023,17/10/2025,First Class,Pending,Net Banking,1214.8
AB00298,PAX00298,FL477,South Eduardobury,North Jennifershire,29/08/2024,15/10/2024,Business,Pending,UPI,181.62
AB00299,PAX00299,FL507,Lake Joe,Wallport,21/07/2023,30/11/2025,First Class,No-Show,UPI,891.5
AB00300,PAX00300,FL603,Port Brooketon,New Michaelberg,11/04/2023,10/06/2025,Business,Confirmed,Credit Card,839.25
AB00301,PAX00301,FL815,Saraburgh,Jacksonfort,27/09/2024,06/11/2024,First Class,Pending,Net Banking,1170.2
AB00302,PAX00302,FL525,New Lindamouth,Gonzalezland,03/01/2025,29/04/2025,Business,No-Show,Credit Card,1376.71
AB00303,PAX00303,FL894,Adamsberg,East David,22/02/2024,09/04/2024,Economy,Confirmed,PayPal,1429.13
AB00304,PAX00304,FL591,Burkefurt,Josephstad,01/08/2024,03/04/2025,Economy,Confirmed,Net Banking,1073.19
AB00305,PAX00305,FL339,Thompsonfort,Arnoldton,08/09/2024,22/03/2025,First Class,No-Show,PayPal,1308.69
AB00306,PAX00306,FL238,Port Leah,East Teresastad,10/10/2023,24/03/2025,Business,No-Show,Credit Card,738.36
AB00307,PAX00307,FL166,Rodriguezchester,Changfurt,06/09/2024,17/10/2024,First Class,Canceled,Net Banking,236.06
AB00308,PAX00308,FL997,New Christina,West Whitney,28/07/2024,17/09/2024,Economy,Confirmed,Credit Card,732.96
AB00309,PAX00309,FL150,Port Justin,Michaelberg,25/06/2023,22/04/2025,First Class,Pending,Net Banking,817.58
AB00310,PAX00310,FL764,Port Susan,Lake Jamesview,20/02/2023,31/03/2023,Business,Pending,PayPal,891.62
AB00311,PAX00311,FL399,Jaredton,Marymouth,20/02/2023,12/04/2023,Business,Confirmed,Credit Card,478.33
AB00312,PAX00312,FL470,Chelseaport,Blackbury,08/11/2024,26/10/2025,Economy,No-Show,Credit Card,1472
AB00313,PAX00313,FL108,Lake Dorothy,East Nicole,12/08/2024,,Economy,Canceled,Credit Card,407.54
AB00314,PAX00314,FL693,West James,Hernandezbury,17/09/2024,08/11/2024,First Class,Pending,UPI,282.02
AB00315,PAX00315,FL906,Patrickberg,South Scottfort,06/03/2024,11/11/2025,Business,Canceled,PayPal,908.66
AB00316,PAX00316,FL881,West Bryanstad,Sarahside,08/03/2024,01/01/2026,Business,Canceled,Credit Card,334.71
AB00317,PAX00317,FL393,Paulaburgh,East Tylerborough,20/03/2023,12/05/2023,Economy,Pending,Credit Card,1147.66
AB00318,PAX00318,FL711,Karenfurt,Lake Joseph,30/01/2023,22/03/2023,Business,Canceled,PayPal,143.06
AB00319,PAX00319,FL493,New Joebury,East Kelsey,01/02/2024,13/10/2025,First Class,No-Show,Net Banking,836.4
AB00320,PAX00320,FL440,New Sara,Port Brandyburgh,21/10/2023,04/11/2023,Business,Confirmed,UPI,383.04
AB00321,PAX00321,FL235,Alexandraburgh,Port Randallport,05/12/2024,31/01/2025,First Class,Pending,Credit Card,395.92
AB00322,PAX00322,FL288,Port Troy,Dominguezborough,06/10/2023,25/07/2025,Economy,Pending,UPI,1200.3
AB00323,PAX00323,FL778,Sethburgh,North Amandaview,22/10/2023,,Economy,Confirmed,Credit Card,1448.52
AB00324,PAX00324,FL929,Timothyborough,Matthewbury,17/05/2024,,Business,Canceled,UPI,920.51
AB00325,PAX00325,FL107,Reginaburgh,Jacobside,22/01/2024,27/02/2024,First Class,No-Show,PayPal,658.91
AB00326,PAX00326,FL363,Port Alexander,East Jacquelineburgh,19/03/2023,22/06/2025,First Class,Confirmed,UPI,1355.23
AB00327,PAX00327,FL815,West Brandon,New Thomas,01/10/2023,15/10/2023,Economy,Pending,Net Banking,1284.33
AB00328,PAX00328,FL268,New Amandashire,Amberburgh,03/04/2023,07/05/2023,First Class,Confirmed,UPI,263.15
AB00329,PAX00329,FL884,Port Nancyfurt,Stevenstad,20/04/2023,30/06/2025,Business,Canceled,UPI,396.35
AB00330,PAX00330,FL296,New Deborahbury,Nancyberg,16/02/2023,02/03/2023,Economy,Pending,Credit Card,1415.01
AB00331,PAX00331,FL396,North Andrew,Port Curtisfort,12/07/2023,26/11/2025,Economy,Confirmed,Credit Card,107.33
AB00332,PAX00332,FL175,East Jessica,West Michaelburgh,22/11/2024,28/11/2024,Business,Confirmed,PayPal,1432.62
AB00333,PAX00333,FL837,North Andreaton,Hallstad,19/02/2023,28/02/2023,Economy,Canceled,Credit Card,1492.54
AB00334,PAX00334,FL748,South Brendan,Burnettbury,08/06/2023,26/03/2025,Economy,Pending,PayPal,150.31
AB00335,PAX00335,FL223,North Jenna,North Jennifer,20/03/2024,30/10/2025,Business,Pending,UPI,583.63
AB00336,PAX00336,FL473,New Madisonbury,North Richardland,30/05/2024,02/03/2025,Economy,Pending,PayPal,367.42
AB00337,PAX00337,FL152,Justintown,Fullerburgh,14/12/2024,02/01/2025,First Class,Canceled,PayPal,1357.44
AB00338,PAX00338,FL259,South Laurashire,East Rebecca,31/05/2023,13/08/2025,Business,Confirmed,Credit Card,985.56
AB00339,PAX00339,FL262,East Michael,West Nicholas,10/01/2025,17/02/2025,Economy,No-Show,Credit Card,1272.68
AB00340,PAX00340,FL333,Lestertown,Richardland,15/10/2024,11/12/2024,Economy,Canceled,UPI,1385.05
AB00341,PAX00341,FL460,South Shawnview,East Keithton,17/07/2024,14/08/2025,First Class,Confirmed,Credit Card,442.76
AB00342,PAX00342,FL490,New Brenda,North Elizabeth,19/09/2023,23/02/2025,First Class,No-Show,Credit Card,553.05
AB00343,PAX00343,FL656,North Cathy,Brendantown,17/05/2023,12/06/2023,First Class,Confirmed,PayPal,1381.67
AB00344,PAX00344,FL406,South Kristinaberg,Christopherborough,17/03/2023,01/10/2025,Business,Confirmed,UPI,1489.06
AB00345,PAX00345,FL710,Blankenshipbury,South Tinaland,07/12/2023,26/07/2025,Business,No-Show,PayPal,427.5
AB00346,PAX00346,FL765,Robertsonview,Reillyborough,28/01/2024,03/03/2024,First Class,Pending,Credit Card,149.53
AB00347,PAX00347,FL157,North Sarahborough,Patriciaborough,24/11/2023,16/10/2025,Economy,Pending,Credit Card,489.76
AB00348,PAX00348,FL457,Mcgeefurt,East Reneefort,15/06/2023,04/06/2025,Economy,Confirmed,Net Banking,880.09
AB00349,PAX00349,FL731,East Johnstad,Robertfort,10/07/2024,20/12/2025,First Class,Pending,PayPal,216.52
AB00350,PAX00350,FL838,Port Juliefurt,Martinburgh,31/08/2024,25/11/2025,Economy,No-Show,Net Banking,505.37
AB00351,PAX00351,FL708,Lake Mike,Dustinfurt,08/03/2024,19/04/2025,Business,Confirmed,Net Banking,287.67
AB00352,PAX00352,FL303,Florestown,New Samuel,01/04/2023,05/06/2025,First Class,Pending,Credit Card,907.53
AB00353,PAX00353,FL645,South Kristen,Roseview,24/07/2023,05/09/2023,Economy,Pending,Credit Card,280.56
AB00354,PAX00354,FL238,South Ashley,South Melissaport,24/10/2024,24/02/2025,Economy,Confirmed,UPI,533.64
AB00355,PAX00355,FL818,Amymouth,Curtisland,12/12/2024,19/12/2024,First Class,Pending,Credit Card,1281.98
AB00356,PAX00356,FL730,East Cathy,Acostamouth,19/08/2023,20/04/2025,Economy,No-Show,UPI,675.97
AB00357,PAX00357,FL139,East Robertton,Dennisshire,05/03/2024,28/03/2024,Business,Pending,UPI,527.13
AB00358,PAX00358,FL418,Port Kayla,North Mary,29/10/2023,12/12/2023,First Class,Pending,Net Banking,1045.66
AB00359,PAX00359,FL675,Jennifertown,Lake Christineside,24/11/2023,17/01/2024,Business,Confirmed,Credit Card,1099.31
AB00360,PAX00360,FL280,Rushhaven,Myersbury,19/09/2024,02/10/2024,Economy,No-Show,Credit Card,761.24
AB00361,PAX00361,FL575,South Anthonyfurt,Port Thomas,11/02/2024,12/02/2024,Economy,Canceled,Credit Card,631.7
AB00362,PAX00362,FL482,North Michele,Port Randychester,17/11/2023,12/02/2025,Business,Canceled,Net Banking,1270.23
AB00363,PAX00363,FL259,Port Ethan,Jacobsland,28/11/2024,23/12/2024,Business,No-Show,Credit Card,205.09
AB00364,PAX00364,FL741,Andradeside,Heatherburgh,26/02/2023,14/03/2023,Economy,Canceled,UPI,842.14
AB00365,PAX00365,FL495,Sandraside,Hillburgh,02/12/2024,29/08/2025,Business,Confirmed,Credit Card,476.28
AB00366,PAX00366,FL554,North Kelly,North Danielle,21/09/2024,21/10/2024,Business,No-Show,Net Banking,802.96
AB00367,PAX00367,FL378,Camposton,Rogersfurt,15/06/2023,27/07/2023,Economy,No-Show,UPI,1436.88
AB00368,PAX00368,FL100,Lake Keithbury,Murrayborough,20/07/2023,04/09/2023,First Class,Pending,UPI,1483.18
AB00369,PAX00369,FL983,Lake Donna,New Travis,03/12/2024,29/07/2025,Economy,Pending,Net Banking,1220.67
AB00370,PAX00370,FL515,Kimberlybury,Estradaborough,07/05/2023,26/05/2025,Business,No-Show,PayPal,111.92
AB00371,PAX00371,FL828,North Emily,North Meredith,19/11/2024,05/08/2025,Economy,No-Show,Credit Card,300.6
AB00372,PAX00372,FL947,Lake Justinbury,Youngville,21/03/2024,06/04/2024,Business,No-Show,Net Banking,1371.72
AB00373,PAX00373,FL208,New Stephanie,Rodriguezton,04/02/2023,20/09/2025,First Class,Confirmed,PayPal,483.63
AB00374,PAX00374,FL866,Brownmouth,East David,05/07/2023,28/07/2023,Business,Canceled,Credit Card,1231.14
AB00375,PAX00375,FL758,East Pamela,Meganberg,13/10/2024,13/11/2024,Business,Canceled,Net Banking,203.13
AB00376,PAX00376,FL394,West Elaine,West Marymouth,03/04/2023,17/09/2025,Business,Pending,Net Banking,374.3
AB00377,PAX00377,FL758,Elizabethburgh,Brianland,27/08/2023,17/10/2023,Economy,Canceled,Credit Card,190.09
AB00378,PAX00378,FL308,New Andreaport,Lake Lauren,03/12/2023,03/09/2025,First Class,Canceled,Credit Card,320.26
AB00379,PAX00379,FL459,Heathermouth,West Debbiechester,05/05/2024,,Business,Confirmed,UPI,1208.01
AB00380,PAX00380,FL508,West Kristina,Kyleside,13/08/2023,17/05/2025,Business,Canceled,Net Banking,1074.67
AB00381,PAX00381,FL839,Sharonberg,Lewisland,29/04/2024,,Economy,Canceled,Net Banking,489.92
AB00382,PAX00382,FL158,Lake Davidview,North Molly,21/12/2024,11/10/2025,Business,Confirmed,Net Banking,375.23
AB00383,PAX00383,FL531,North Christopher,Justinland,11/08/2023,17/09/2025,First Class,Confirmed,Net Banking,1498.91
AB00384,PAX00384,FL234,Lake Carlos,West Eric,27/09/2023,29/10/2023,Business,Pending,Net Banking,1480.07
AB00385,PAX00385,FL861,Beckside,Port Brandon,21/07/2024,14/10/2025,Business,No-Show,PayPal,1083.48
AB00386,PAX00386,FL882,North Benjamin,Lake Michaelmouth,10/02/2023,30/12/2025,Economy,Confirmed,UPI,727.33
AB00387,PAX00387,FL447,Jocelynmouth,Port Eric,25/08/2024,05/05/2025,First Class,Pending,Credit Card,703.83
AB00388,PAX00388,FL466,Guerraport,Mcdonaldmouth,12/01/2025,06/02/2025,Economy,No-Show,Credit Card,706.79
AB00389,PAX00389,FL264,North Tony,New Nicoleville,18/11/2024,12/03/2025,Business,Confirmed,Net Banking,1200.29
AB00390,PAX00390,FL869,North Cassidyport,Roachville,03/05/2024,23/05/2025,Economy,Confirmed,Credit Card,1421.89
AB00391,PAX00391,FL964,Garciafurt,East Stephentown,13/04/2024,10/06/2025,Business,Canceled,Credit Card,117.26
AB00392,PAX00392,FL684,East Alyssa,Lisafort,10/12/2023,18/07/2025,Economy,No-Show,UPI,1123.34
AB00393,PAX00393,FL166,South Nancyton,North Tylerberg,21/02/2023,26/03/2023,Business,Pending,Net Banking,926.26
AB00394,PAX00394,FL555,Wilkersonport,Leeview,09/12/2024,17/01/2025,Economy,Confirmed,Net Banking,1174.31
AB00395,PAX00395,FL610,Murphymouth,Lake Robert,23/02/2024,13/03/2024,Economy,Confirmed,Credit Card,398.91
AB00396,PAX00396,FL234,Michaelton,Alicialand,27/08/2024,09/10/2024,First Class,Confirmed,Credit Card,114.27
AB00397,PAX00397,FL203,West Deborah,West Lynnborough,08/07/2023,27/12/2025,Economy,Pending,UPI,1067.43
AB00398,PAX00398,FL646,Dakotaborough,Evelynborough,06/08/2023,23/08/2023,First Class,Pending,PayPal,1454.03
AB00399,PAX00399,FL994,Kaylaland,North Teresa,29/10/2024,,Economy,Confirmed,UPI,888.49
AB00400,PAX00400,FL605,Muellerport,Tonyaville,12/01/2025,24/06/2025,Economy,No-Show,Credit Card,618.93
AB00401,PAX00401,FL684,South Paul,South Brenda,16/03/2023,28/03/2023,First Class,No-Show,UPI,400.34
AB00402,PAX00402,FL591,Fieldsfort,Nelsonmouth,21/07/2023,25/12/2025,First Class,Canceled,UPI,991.6
AB00403,PAX00403,FL910,Hollyside,Tonimouth,26/01/2024,13/03/2024,Economy,Canceled,Credit Card,572.13
AB00404,PAX00404,FL191,Jillianfurt,Christinefort,12/03/2023,05/05/2025,First Class,Canceled,UPI,1037.09
AB00405,PAX00405,FL496,Lake Cheyenne,Walshchester,29/08/2024,27/11/2025,First Class,Canceled,PayPal,1008.26
AB00406,PAX00406,FL908,Penamouth,West Anthonyborough,20/01/2025,04/07/2025,Economy,Confirmed,PayPal,589.64
AB00407,PAX00407,FL789,Kevinfurt,Vargasfurt,06/08/2024,,Economy,No-Show,UPI,1037.83
AB00408,PAX00408,FL798,North Jonathanhaven,Ramirezmouth,03/02/2023,03/03/2023,Business,No-Show,UPI,1195.78
AB00409,PAX00409,FL409,North Kimberlyfurt,Brandonbury,18/03/2023,,First Class,Confirmed,PayPal,1400.25
AB00410,PAX00410,FL948,Harrisonberg,Cookberg,25/11/2024,23/06/2025,Business,Canceled,PayPal,813.84
AB00411,PAX00411,FL327,New Anne,North Patriciamouth,04/07/2023,17/10/2025,First Class,Confirmed,Credit Card,1132.35
AB00412,PAX00412,FL134,Phillipview,North Renee,09/07/2023,24/05/2025,Economy,Pending,Net Banking,226.08
AB00413,PAX00413,FL100,Hillmouth,Randytown,18/05/2023,12/02/2025,Business,Confirmed,Credit Card,563.25
AB00414,PAX00414,FL970,Johnstonside,Wattsville,05/09/2024,22/10/2024,First Class,Pending,Credit Card,191.49
AB00415,PAX00415,FL938,Jamesborough,Lake Emily,13/02/2023,14/03/2023,Business,Pending,Net Banking,723.52
AB00416,PAX00416,FL153,North Charles,Kellybury,07/08/2024,21/08/2024,First Class,No-Show,UPI,333.89
AB00417,PAX00417,FL430,Amyside,South Mary,06/06/2023,19/01/2026,Business,No-Show,Net Banking,1164.82
AB00418,PAX00418,FL320,North Amy,Maddoxmouth,04/01/2024,04/04/2025,Business,No-Show,UPI,497.93
AB00419,PAX00419,FL450,East Tracy,Ortizville,03/11/2024,29/05/2025,Business,No-Show,Net Banking,459.16
AB00420,PAX00420,FL820,Lake Benjaminview,Gonzalezfort,02/09/2023,14/05/2025,First Class,Canceled,PayPal,298.15
AB00421,PAX00421,FL896,West Michael,East Jamesfurt,23/09/2024,,First Class,Pending,UPI,1402.93
AB00422,PAX00422,FL867,Lake Jermainetown,West Tanyaville,23/12/2023,09/02/2024,First Class,Pending,Credit Card,923.43
AB00423,PAX00423,FL924,Lake Cameronside,New Kathrynton,16/09/2024,04/01/2026,Economy,Pending,PayPal,335.3
AB00424,PAX00424,FL554,Medinafurt,Lake Steven,08/11/2024,16/12/2025,First Class,Confirmed,UPI,157.97
AB00425,PAX00425,FL850,Christineport,Julietown,02/02/2023,22/02/2023,Economy,Canceled,Credit Card,1041.59
AB00426,PAX00426,FL561,West Cynthia,Port Thomas,11/06/2024,13/09/2025,Economy,No-Show,Credit Card,1478.18
AB00427,PAX00427,FL923,Brianside,South Jamie,22/02/2024,12/04/2024,Business,Pending,Net Banking,988.67
AB00428,PAX00428,FL922,Johnsonport,Ramirezburgh,03/06/2023,27/04/2025,First Class,Confirmed,UPI,1144.22
