call_log_id,pax_id,call_date,call_duration,issue_category,resolution_status
CALL00431,PAX00431,2024-05-08,35,Booking Issue,Resolved
CALL00432,PAX00432,2024-01-15,4,General Inquiry,Escalated
CALL00433,PAX00433,2024-10-28,13,General Inquiry,Pending
CALL00434,PAX00434,2024-06-06,29,Booking Issue,Escalated
CALL00435,PAX00435,2025-01-12,34,General Inquiry,Escalated
CALL00436,PAX00436,2024-01-10,5,Booking Issue,Pending
CALL00437,PAX00437,2024-12-01,16,Booking Issue,Escalated
CALL00438,PAX00438,2025-01-03,58,Booking Issue,Resolved
CALL00439,PAX00439,2024-12-29,37,General Inquiry,Escalated
CALL00440,PAX00440,2024-10-16,54,Refund Request,Resolved
CALL00441,PAX00441,2024-08-06,4,Refund Request,Pending
CALL00442,PAX00442,2024-03-07,53,Booking Issue,Pending
CALL00443,PAX00443,2024-04-14,30,General Inquiry,Pending
CALL00444,PAX00444,2024-09-26,5,Refund Request,Resolved
CALL00445,PAX00445,2024-08-10,24,General Inquiry,Escalated
CALL00446,PAX00446,2024-01-09,59,Booking Issue,Pending
CALL00447,PAX00447,2024-06-30,19,General Inquiry,Escalated
CALL00448,PAX00448,2024-05-23,24,General Inquiry,Resolved
CALL00449,PAX00449,2024-12-27,31,General Inquiry,Escalated
CALL00450,PAX00450,2023-04-01,40,Booking Issue,Resolved
CALL00451,PAX00451,2024-03-10,14,Booking Issue,Pending
CALL00452,PAX00452,2025-01-04,30,Booking Issue,Pending
CALL00453,PAX00453,2024-10-26,34,Refund Request,Pending
CALL00454,PAX00454,2024-05-19,50,Booking Issue,Pending
CALL00455,PAX00455,2024-08-12,27,Booking Issue,Pending
CALL00456,PAX00456,2023-06-29,19,General Inquiry,Escalated
CALL00457,PAX00457,2024-06-29,12,Refund Request,Resolved
CALL00458,PAX00458,2024-04-15,50,Booking Issue,Escalated
CALL00459,PAX00459,2025-01-17,6,General Inquiry,Resolved
CALL00460,PAX00460,2023-11-03,14,General Inquiry,Pending
CALL00461,PAX00461,2023-12-21,7,Refund Request,Resolved
CALL00462,PAX00462,2023-05-30,51,General Inquiry,Resolved
CALL00463,PAX00463,2024-01-05,7,General Inquiry,Resolved
CALL00464,PAX00464,2023-09-09,45,Refund Request,Escalated
CALL00465,PAX00465,2023-03-24,20,Refund Request,Pending
CALL00466,PAX00466,2023-06-29,3,Refund Request,Pending
CALL00467,PAX00467,2024-01-15,33,General Inquiry,Escalated
CALL00468,PAX00468,2023-12-18,30,Booking Issue,Escalated
CALL00469,PAX00469,2024-03-29,49,Booking Issue,Escalated
CALL00470,PAX00470,2024-03-29,2,Booking Issue,Pending
CALL00471,PAX00471,2023-12-16,16,General Inquiry,Escalated
CALL00472,PAX00472,2025-01-02,13,General Inquiry,Resolved
CALL00473,PAX00473,2023-07-11,4,General Inquiry,Resolved
CALL00474,PAX00474,2023-09-14,40,Booking Issue,Pending
CALL00475,PAX00475,2023-04-16,48,Refund Request,Pending
CALL00476,PAX00476,2024-09-19,48,Refund Request,Escalated
CALL00477,PAX00477,2023-05-19,1,Booking Issue,Pending
CALL00478,PAX00478,2024-11-15,57,General Inquiry,Pending
CALL00479,PAX00479,2024-07-02,45,Refund Request,Escalated
CALL00480,PAX00480,2023-01-31,42,General Inquiry,Escalated
CALL00481,PAX00481,2024-12-16,33,General Inquiry,Resolved
CALL00482,PAX00482,2023-04-03,9,Booking Issue,Escalated
CALL00483,PAX00483,2023-05-01,15,Booking Issue,Escalated
CALL00484,PAX00484,2023-08-30,41,Refund Request,Resolved
CALL00485,PAX00485,2023-11-07,50,Refund Request,Pending
CALL00486,PAX00486,2024-06-23,3,Booking Issue,Escalated
CALL00487,PAX00487,2024-02-14,34,General Inquiry,Pending
CALL00488,PAX00488,2024-02-15,41,General Inquiry,Resolved
CALL00489,PAX00489,2024-03-10,26,Refund Request,Resolved
CALL00490,PAX00490,2023-09-07,41,Booking Issue,Resolved
CALL00491,PAX00491,2023-07-29,47,Refund Request,Pending
CALL00492,PAX00492,2024-07-20,42,General Inquiry,Resolved
CALL00493,PAX00493,2023-12-03,51,Booking Issue,Pending
CALL00494,PAX00494,2023-02-15,45,Booking Issue,Pending
CALL00495,PAX00495,2023-08-08,21,Booking Issue,Escalated
CALL00496,PAX00496,2024-01-19,8,Refund Request,Resolved
CALL00497,PAX00497,2024-04-07,10,Refund Request,Resolved
CALL00498,PAX00498,2024-08-08,49,General Inquiry,Escalated
CALL00499,PAX00499,2023-03-06,1,Booking Issue,Pending
CALL00500,PAX00500,2023-10-16,56,Booking Issue,Pending
CALL00501,PAX00501,2024-02-13,1,General Inquiry,Escalated
CALL00502,PAX00502,2023-12-05,13,Refund Request,Escalated
CALL00503,PAX00503,2024-03-03,48,Refund Request,Escalated
CALL00504,PAX00504,2024-05-17,48,General Inquiry,Escalated
CALL00505,PAX00505,2024-04-28,11,General Inquiry,Escalated
CALL00506,PAX00506,2024-04-12,45,Booking Issue,Resolved
CALL00507,PAX00507,2023-04-19,13,Booking Issue,Pending
CALL00508,PAX00508,2023-12-11,2,General Inquiry,Escalated
CALL00509,PAX00509,2024-01-20,12,Booking Issue,Pending
CALL00510,PAX00510,2024-04-30,5,Booking Issue,Pending
CALL00511,PAX00511,2023-10-04,23,General Inquiry,Pending
CALL00512,PAX00512,2023-12-13,24,General Inquiry,Pending
CALL00513,PAX00513,2024-05-30,43,Refund Request,Resolved
CALL00514,PAX00514,2023-10-20,1,Refund Request,Escalated
CALL00515,PAX00515,2023-04-09,42,General Inquiry,Escalated
CALL00516,PAX00516,2023-06-08,43,Booking Issue,Resolved
CALL00517,PAX00517,2024-04-06,59,General Inquiry,Pending
CALL00518,PAX00518,2023-09-14,27,Booking Issue,Escalated
CALL00519,PAX00519,2024-05-04,45,Booking Issue,Resolved
CALL00520,PAX00520,2024-05-17,27,General Inquiry,Resolved
CALL00521,PAX00521,2023-05-18,48,Booking Issue,Pending
CALL00522,PAX00522,2024-11-18,23,General Inquiry,Escalated
CALL00523,PAX00523,2024-06-18,53,Booking Issue,Resolved
CALL00524,PAX00524,2023-03-02,26,Refund Request,Pending
CALL00525,PAX00525,2024-07-21,54,General Inquiry,Resolved
CALL00526,PAX00526,2023-08-08,20,Refund Request,Escalated
CALL00527,PAX00527,2024-04-11,42,General Inquiry,Escalated
CALL00528,PAX00528,2023-12-17,48,Booking Issue,Resolved
CALL00529,PAX00529,2024-04-06,48,General Inquiry,Escalated
CALL00530,PAX00530,2024-01-08,32,Booking Issue,Resolved
CALL00531,PAX00531,2024-11-28,50,General Inquiry,Pending
CALL00532,PAX00532,2023-10-21,38,General Inquiry,Pending
CALL00533,PAX00533,2023-02-04,57,General Inquiry,Resolved
CALL00534,PAX00534,2023-09-07,56,Refund Request,Pending
CALL00535,PAX00535,2023-12-05,14,Booking Issue,Resolved
CALL00536,PAX00536,2024-11-24,51,General Inquiry,Resolved
CALL00537,PAX00537,2023-08-24,54,Booking Issue,Resolved
CALL00538,PAX00538,2024-08-06,51,Refund Request,Pending
CALL00539,PAX00539,2024-10-10,3,General Inquiry,Pending
CALL00540,PAX00540,2024-02-13,43,Booking Issue,Pending
CALL00541,PAX00541,2024-09-06,25,Booking Issue,Escalated
CALL00542,PAX00542,2024-07-11,17,Booking Issue,Escalated
CALL00543,PAX00543,2024-05-10,56,Refund Request,Resolved
CALL00544,PAX00544,2025-01-11,3,Booking Issue,Escalated
CALL00545,PAX00545,2023-06-20,8,General Inquiry,Resolved
CALL00546,PAX00546,2023-02-25,57,Booking Issue,Escalated
CALL00547,PAX00547,2023-07-22,28,Booking Issue,Pending
CALL00548,PAX00548,2024-07-28,23,Booking Issue,Escalated
CALL00549,PAX00549,2025-01-08,42,Booking Issue,Resolved
CALL00550,PAX00550,2024-06-23,15,Booking Issue,Escalated
CALL00551,PAX00551,2023-05-15,28,Refund Request,Pending
CALL00552,PAX00552,2023-07-04,15,Booking Issue,Escalated
CALL00553,PAX00553,2023-12-09,39,Refund Request,Resolved
CALL00554,PAX00554,2024-05-02,35,Refund Request,Escalated
CALL00555,PAX00555,2023-07-10,10,Booking Issue,Resolved
CALL00556,PAX00556,2023-12-21,48,General Inquiry,Escalated
CALL00557,PAX00557,2023-12-26,36,Booking Issue,Resolved
CALL00558,PAX00558,2024-06-02,44,General Inquiry,Escalated
CALL00559,PAX00559,2024-06-28,39,Booking Issue,Resolved
CALL00560,PAX00560,2023-09-23,17,Booking Issue,Pending
CALL00561,PAX00561,2023-06-26,10,Refund Request,Pending
CALL00562,PAX00562,2023-03-11,17,Booking Issue,Resolved
CALL00563,PAX00563,2024-02-08,38,Booking Issue,Resolved
CALL00564,PAX00564,2024-12-26,24,Booking Issue,Escalated
CALL00565,PAX00565,2024-02-26,52,Booking Issue,Resolved
CALL00566,PAX00566,2024-10-22,6,Refund Request,Pending
CALL00567,PAX00567,2023-07-30,20,Booking Issue,Resolved
CALL00568,PAX00568,2023-04-30,18,Refund Request,Resolved
CALL00569,PAX00569,2023-10-01,38,General Inquiry,Pending
CALL00570,PAX00570,2024-03-15,29,Refund Request,Escalated
CALL00571,PAX00571,2023-10-01,11,Refund Request,Escalated
CALL00572,PAX00572,2023-04-29,45,Booking Issue,Escalated
CALL00573,PAX00573,2024-03-28,15,Refund Request,Pending
CALL00574,PAX00574,2024-09-22,20,General Inquiry,Resolved
CALL00575,PAX00575,2023-04-07,47,General Inquiry,Pending
CALL00576,PAX00576,2023-03-31,6,Refund Request,Pending
CALL00577,PAX00577,2023-07-14,49,Refund Request,Resolved
CALL00578,PAX00578,2023-08-30,45,Booking Issue,Resolved
CALL00579,PAX00579,2023-09-06,50,Refund Request,Escalated
CALL00580,PAX00580,2024-11-28,7,Booking Issue,Pending
CALL00581,PAX00581,2023-08-12,15,General Inquiry,Escalated
CALL00582,PAX00582,2024-04-30,3,Refund Request,Pending
CALL00583,PAX00583,2023-01-30,60,General Inquiry,Resolved
CALL00584,PAX00584,2023-12-30,12,General Inquiry,Escalated
CALL00585,PAX00585,2024-02-11,38,General Inquiry,Escalated
CALL00586,PAX00586,2023-03-20,51,General Inquiry,Pending
CALL00587,PAX00587,2024-05-31,39,Booking Issue,Escalated
CALL00588,PAX00588,2025-01-10,40,General Inquiry,Escalated
CALL00589,PAX00589,2024-10-30,21,Booking Issue,Escalated
CALL00590,PAX00590,2023-04-23,26,General Inquiry,Escalated
CALL00591,PAX00591,2024-06-20,36,General Inquiry,Pending
CALL00592,PAX00592,2023-02-12,18,General Inquiry,Escalated
CALL00593,PAX00593,2023-02-06,44,Refund Request,Pending
CALL00594,PAX00594,2023-11-23,54,General Inquiry,Pending
CALL00595,PAX00595,2024-06-22,1,General Inquiry,Pending
CALL00596,PAX00596,2023-04-15,35,Refund Request,Resolved
CALL00597,PAX00597,2024-08-05,60,Booking Issue,Escalated
CALL00598,PAX00598,2024-05-17,28,General Inquiry,Resolved
CALL00599,PAX00599,2024-12-11,37,Refund Request,Pending
CALL00600,PAX00600,2023-06-26,37,Refund Request,Pending
CALL00601,PAX00601,2024-05-02,51,General Inquiry,Escalated
CALL00602,PAX00602,2024-07-16,43,Booking Issue,Escalated
CALL00603,PAX00603,2024-11-18,55,General Inquiry,Escalated
CALL00604,PAX00604,2024-06-25,37,Booking Issue,Escalated
CALL00605,PAX00605,2024-03-04,37,Refund Request,Escalated
CALL00606,PAX00606,2023-02-11,46,Refund Request,Pending
CALL00607,PAX00607,2024-08-14,60,General Inquiry,Resolved
CALL00608,PAX00608,2023-06-05,54,Refund Request,Pending
CALL00609,PAX00609,2023-10-31,39,Refund Request,Pending
CALL00610,PAX00610,2023-06-02,36,General Inquiry,Resolved
CALL00611,PAX00611,2024-12-16,20,Refund Request,Pending
CALL00612,PAX00612,2023-03-20,9,General Inquiry,Pending
CALL00613,PAX00613,2024-08-13,38,Booking Issue,Resolved
CALL00614,PAX00614,2023-05-13,39,General Inquiry,Escalated
CALL00615,PAX00615,2024-12-01,52,Booking Issue,Resolved
CALL00616,PAX00616,2024-09-15,34,General Inquiry,Escalated
CALL00617,PAX00617,2024-09-08,58,Refund Request,Resolved
CALL00618,PAX00618,2023-06-23,52,General Inquiry,Resolved
CALL00619,PAX00619,2025-01-24,3,Booking Issue,Pending
CALL00620,PAX00620,2024-04-22,57,Refund Request,Pending
CALL00621,PAX00621,2024-07-02,25,Booking Issue,Pending
CALL00622,PAX00622,2024-10-15,56,Booking Issue,Resolved
CALL00623,PAX00623,2023-03-30,3,Booking Issue,Pending
CALL00624,PAX00624,2023-05-17,1,General Inquiry,Pending
CALL00625,PAX00625,2024-09-11,6,Refund Request,Pending
CALL00626,PAX00626,2024-06-02,52,Refund Request,Resolved
CALL00627,PAX00627,2023-07-08,31,Refund Request,Resolved
CALL00628,PAX00628,2024-06-12,40,Booking Issue,Pending
CALL00629,PAX00629,2023-12-19,51,General Inquiry,Escalated
CALL00630,PAX00630,2024-09-17,42,Booking Issue,Resolved
CALL00631,PAX00631,2023-05-08,36,Refund Request,Escalated
CALL00632,PAX00632,2024-10-09,57,Booking Issue,Resolved
CALL00633,PAX00633,2023-09-29,37,Refund Request,Pending
CALL00634,PAX00634,2023-08-10,35,General Inquiry,Escalated
CALL00635,PAX00635,2024-09-07,49,Booking Issue,Resolved
CALL00636,PAX00636,2024-09-09,18,Booking Issue,Pending
CALL00637,PAX00637,2024-12-23,5,Booking Issue,Resolved
CALL00638,PAX00638,2024-08-06,47,Refund Request,Pending
CALL00639,PAX00639,2025-01-28,39,Refund Request,Pending
CALL00640,PAX00640,2024-06-07,1,Refund Request,Pending
CALL00641,PAX00641,2025-01-27,32,Booking Issue,Escalated
CALL00642,PAX00642,2023-06-11,30,Booking Issue,Pending
CALL00643,PAX00643,2024-08-02,10,Booking Issue,Resolved
CALL00644,PAX00644,2024-01-09,2,General Inquiry,Escalated
CALL00645,PAX00645,2023-08-08,50,General Inquiry,Resolved
CALL00646,PAX00646,2024-02-28,12,General Inquiry,Resolved
CALL00647,PAX00647,2023-08-22,54,General Inquiry,Escalated
CALL00648,PAX00648,2023-11-07,50,Booking Issue,Resolved
CALL00649,PAX00649,2023-04-26,50,General Inquiry,Pending
CALL00650,PAX00650,2023-10-20,16,Booking Issue,Pending
CALL00651,PAX00651,2024-03-02,45,General Inquiry,Resolved
CALL00652,PAX00652,2023-09-09,8,General Inquiry,Escalated
CALL00653,PAX00653,2023-07-13,11,Booking Issue,Resolved
CALL00654,PAX00654,2023-07-15,26,Refund Request,Escalated
CALL00655,PAX00655,2023-05-15,40,Refund Request,Pending
CALL00656,PAX00656,2024-11-26,35,General Inquiry,Pending
CALL00657,PAX00657,2023-02-28,6,General Inquiry,Escalated
CALL00658,PAX00658,2024-07-25,4,General Inquiry,Resolved
CALL00659,PAX00659,2025-01-13,15,Booking Issue,Escalated
CALL00660,PAX00660,2023-10-31,1,Refund Request,Escalated
CALL00661,PAX00661,2024-07-14,26,Refund Request,Pending
CALL00662,PAX00662,2023-05-19,6,Booking Issue,Pending
CALL00663,PAX00663,2023-04-25,38,General Inquiry,Pending
CALL00664,PAX00664,2023-05-28,25,Refund Request,Pending
CALL00665,PAX00665,2023-08-16,51,General Inquiry,Pending
CALL00666,PAX00666,2024-10-29,46,Booking Issue,Resolved
CALL00667,PAX00667,2023-09-25,48,General Inquiry,Resolved
CALL00668,PAX00668,2023-10-13,54,Refund Request,Pending
CALL00669,PAX00669,2024-05-19,22,General Inquiry,Pending
CALL00670,PAX00670,2023-10-27,29,Refund Request,Escalated
CALL00671,PAX00671,2024-08-20,59,Refund Request,Escalated
CALL00672,PAX00672,2023-05-27,5,Booking Issue,Escalated
CALL00673,PAX00673,2024-09-30,28,Booking Issue,Pending
CALL00674,PAX00674,2023-07-16,31,General Inquiry,Pending
CALL00675,PAX00675,2023-11-30,60,Refund Request,Pending
CALL00676,PAX00676,2024-05-11,20,Booking Issue,Escalated
CALL00677,PAX00677,2023-09-18,21,Booking Issue,Escalated
CALL00678,PAX00678,2023-03-09,38,General Inquiry,Pending
CALL00679,PAX00679,2024-05-23,41,General Inquiry,Pending
CALL00680,PAX00680,2023-05-03,24,Booking Issue,Escalated
CALL00681,PAX00681,2024-12-05,29,Refund Request,Pending
CALL00682,PAX00682,2025-01-27,16,Booking Issue,Resolved
CALL00683,PAX00683,2024-04-10,28,General Inquiry,Pending
CALL00684,PAX00684,2024-10-13,15,Booking Issue,Pending
CALL00685,PAX00685,2023-12-28,53,General Inquiry,Resolved
CALL00686,PAX00686,2024-04-11,38,Refund Request,Pending
CALL00687,PAX00687,2023-05-18,26,Booking Issue,Pending
CALL00688,PAX00688,2023-09-24,14,General Inquiry,Pending
CALL00689,PAX00689,2024-01-08,21,Refund Request,Pending
CALL00690,PAX00690,2025-01-15,20,General Inquiry,Resolved
CALL00691,PAX00691,2023-07-26,13,Refund Request,Escalated
CALL00692,PAX00692,2023-06-11,19,Booking Issue,Escalated
CALL00693,PAX00693,2024-08-06,16,Refund Request,Escalated
CALL00694,PAX00694,2024-01-23,40,Refund Request,Pending
CALL00695,PAX00695,2024-08-13,41,General Inquiry,Resolved
CALL00696,PAX00696,2024-02-02,17,General Inquiry,Pending
CALL00697,PAX00697,2024-03-06,59,Refund Request,Pending
CALL00698,PAX00698,2024-04-11,24,Booking Issue,Pending
CALL00699,PAX00699,2023-03-18,4,General Inquiry,Escalated
CALL00700,PAX00700,2024-08-13,42,Booking Issue,Escalated
CALL00701,PAX00701,2024-08-17,59,Refund Request,Pending
CALL00702,PAX00702,2024-04-08,53,Booking Issue,Escalated
CALL00703,PAX00703,2023-07-13,49,Refund Request,Escalated
CALL00704,PAX00704,2023-03-14,6,General Inquiry,Pending
CALL00705,PAX00705,2024-07-08,36,Refund Request,Resolved
CALL00706,PAX00706,2024-11-05,38,Refund Request,Escalated
CALL00707,PAX00707,2023-11-09,55,Refund Request,Escalated
CALL00708,PAX00708,2024-05-27,47,Refund Request,Resolved
CALL00709,PAX00709,2024-10-28,34,Booking Issue,Pending
CALL00710,PAX00710,2024-12-06,31,Booking Issue,Escalated
CALL00711,PAX00711,2024-09-21,2,General Inquiry,Escalated
CALL00712,PAX00712,2023-09-30,26,Refund Request,Escalated
CALL00713,PAX00713,2024-10-31,55,Booking Issue,Resolved
CALL00714,PAX00714,2023-06-29,7,Refund Request,Resolved
CALL00715,PAX00715,2024-12-03,43,Refund Request,Pending
CALL00716,PAX00716,2023-06-09,37,Refund Request,Pending
CALL00717,PAX00717,2023-10-14,2,General Inquiry,Escalated
CALL00718,PAX00718,2024-04-02,59,Booking Issue,Resolved
CALL00719,PAX00719,2023-02-11,3,Booking Issue,Pending
CALL00720,PAX00720,2023-05-14,13,Refund Request,Pending
CALL00721,PAX00721,2024-03-03,24,Booking Issue,Pending
CALL00722,PAX00722,2023-02-23,48,General Inquiry,Escalated
CALL00723,PAX00723,2023-06-21,10,General Inquiry,Escalated
CALL00724,PAX00724,2023-03-15,16,General Inquiry,Resolved
CALL00725,PAX00725,2025-01-18,21,General Inquiry,Pending
CALL00726,PAX00726,2024-02-15,22,General Inquiry,Resolved
CALL00727,PAX00727,2023-04-24,4,Refund Request,Resolved
CALL00728,PAX00728,2023-10-19,36,Refund Request,Escalated
CALL00729,PAX00729,2023-03-22,34,Booking Issue,Pending
CALL00730,PAX00730,2023-07-26,10,Booking Issue,Pending
CALL00731,PAX00731,2024-02-27,51,Refund Request,Pending
CALL00732,PAX00732,2024-04-06,2,Booking Issue,Escalated
CALL00733,PAX00733,2023-09-06,39,Booking Issue,Pending
CALL00734,PAX00734,2023-07-12,48,General Inquiry,Pending
CALL00735,PAX00735,2023-06-21,19,General Inquiry,Resolved
CALL00736,PAX00736,2023-05-02,30,General Inquiry,Pending
CALL00737,PAX00737,2023-04-22,47,Refund Request,Resolved
CALL00738,PAX00738,2025-01-03,33,Booking Issue,Escalated
CALL00739,PAX00739,2023-07-27,58,Refund Request,Resolved
CALL00740,PAX00740,2024-03-29,51,Booking Issue,Escalated
CALL00741,PAX00741,2024-11-17,15,Refund Request,Escalated
CALL00742,PAX00742,2025-01-02,2,Booking Issue,Pending
CALL00743,PAX00743,2024-03-03,10,Booking Issue,Pending
CALL00744,PAX00744,2024-08-01,14,Booking Issue,Pending
CALL00745,PAX00745,2024-04-16,43,General Inquiry,Resolved
CALL00746,PAX00746,2023-02-04,50,General Inquiry,Pending
CALL00747,PAX00747,2024-10-06,45,Refund Request,Resolved
CALL00748,PAX00748,2024-02-22,52,Refund Request,Escalated
CALL00749,PAX00749,2024-05-15,49,Booking Issue,Pending
CALL00750,PAX00750,2024-07-08,15,Refund Request,Escalated
CALL00751,PAX00751,2024-03-27,22,Booking Issue,Resolved
CALL00752,PAX00752,2024-10-31,4,Booking Issue,Escalated
CALL00753,PAX00753,2023-11-16,40,Refund Request,Pending
CALL00754,PAX00754,2023-06-04,47,Booking Issue,Pending
CALL00755,PAX00755,2024-07-21,55,Refund Request,Escalated
CALL00756,PAX00756,2023-12-13,45,Booking Issue,Pending
CALL00757,PAX00757,2024-04-10,21,Booking Issue,Resolved
CALL00758,PAX00758,2024-01-05,22,Refund Request,Pending
CALL00759,PAX00759,2024-10-15,46,Booking Issue,Pending
CALL00760,PAX00760,2024-01-29,15,Refund Request,Pending
CALL00761,PAX00761,2023-08-21,19,Refund Request,Pending
CALL00762,PAX00762,2023-02-04,37,Refund Request,Pending
CALL00763,PAX00763,2024-09-23,40,Refund Request,Resolved
CALL00764,PAX00764,2023-11-16,16,Refund Request,Escalated
CALL00765,PAX00765,2023-06-14,35,General Inquiry,Escalated
CALL00766,PAX00766,2024-03-29,26,Refund Request,Resolved
CALL00767,PAX00767,2023-02-28,23,General Inquiry,Pending
CALL00768,PAX00768,2024-05-11,15,Booking Issue,Escalated
CALL00769,PAX00769,2024-05-05,38,Refund Request,Resolved
CALL00770,PAX00770,2023-04-03,11,Refund Request,Resolved
CALL00771,PAX00771,2024-08-11,15,Booking Issue,Pending
CALL00772,PAX00772,2023-10-29,11,Booking Issue,Resolved
CALL00773,PAX00773,2023-07-28,18,General Inquiry,Resolved
CALL00774,PAX00774,2023-11-01,57,General Inquiry,Resolved
CALL00775,PAX00775,2023-07-20,55,Booking Issue,Escalated
CALL00776,PAX00776,2024-02-13,49,Booking Issue,Pending
CALL00777,PAX00777,2024-02-08,27,Refund Request,Pending
CALL00778,PAX00778,2024-09-22,20,Booking Issue,Pending
CALL00779,PAX00779,2023-03-31,12,Booking Issue,Resolved
CALL00780,PAX00780,2024-10-20,3,General Inquiry,Escalated
CALL00781,PAX00781,2023-05-31,56,Refund Request,Pending
CALL00782,PAX00782,2024-04-09,24,Refund Request,Resolved
CALL00783,PAX00783,2023-10-08,44,Refund Request,Escalated
CALL00784,PAX00784,2024-08-28,30,Booking Issue,Pending
CALL00785,PAX00785,2024-10-24,21,Booking Issue,Pending
CALL00786,PAX00786,2024-09-10,29,Booking Issue,Resolved
CALL00787,PAX00787,2024-06-23,36,Booking Issue,Escalated
CALL00788,PAX00788,2024-04-23,58,General Inquiry,Escalated
CALL00789,PAX00789,2024-02-12,41,Booking Issue,Escalated
CALL00790,PAX00790,2024-02-10,19,Refund Request,Escalated
CALL00791,PAX00791,2024-04-04,54,General Inquiry,Resolved
